# wavenumber,absorbance
2003.707,0.080
2003.737,0.080
2003.767,0.080
2003.797,0.079
2003.828,0.079
2003.858,0.079
2003.888,0.079
2003.918,0.079
2003.948,0.079
2003.978,0.079
2004.008,0.079
2004.038,0.079
2004.069,0.079
2004.099,0.079
2004.129,0.079
2004.159,0.079
2004.189,0.079
2004.219,0.079
2004.249,0.079
2004.280,0.079
2004.310,0.079
2004.340,0.079
2004.370,0.079
2004.400,0.079
2004.430,0.079
2004.460,0.079
2004.490,0.079
2004.521,0.079
2004.551,0.079
2004.581,0.079
2004.611,0.079
2004.641,0.079
2004.671,0.079
2004.701,0.079
2004.732,0.079
2004.762,0.079
2004.792,0.079
2004.822,0.079
2004.852,0.079
2004.882,0.079
2004.912,0.079
2004.943,0.079
2004.973,0.079
2005.003,0.079
2005.033,0.079
2005.063,0.079
2005.093,0.079
2005.123,0.079
2005.153,0.079
2005.183,0.079
2005.214,0.079
2005.244,0.079
2005.274,0.079
2005.304,0.079
2005.334,0.079
2005.364,0.079
2005.394,0.079
2005.425,0.079
2005.455,0.079
2005.485,0.079
2005.515,0.079
2005.545,0.079
2005.575,0.079
2005.605,0.079
2005.635,0.079
2005.666,0.079
2005.696,0.079
2005.726,0.078
2005.756,0.078
2005.786,0.078
2005.816,0.078
2005.846,0.078
2005.877,0.078
2005.907,0.079
2005.937,0.079
2005.967,0.079
2005.997,0.079
2006.027,0.079
2006.057,0.079
2006.088,0.079
2006.118,0.079
2006.148,0.079
2006.178,0.079
2006.208,0.079
2006.238,0.079
2006.268,0.079
2006.298,0.079
2006.328,0.079
2006.359,0.079
2006.389,0.079
2006.419,0.079
2006.449,0.079
2006.479,0.079
2006.509,0.079
2006.539,0.079
2006.570,0.079
2006.600,0.079
2006.630,0.079
2006.660,0.079
2006.690,0.079
2006.720,0.079
2006.750,0.079
2006.781,0.079
2006.811,0.079
2006.841,0.079
2006.871,0.079
2006.901,0.079
2006.931,0.079
2006.961,0.079
2006.991,0.079
2007.022,0.079
2007.052,0.079
2007.082,0.079
2007.112,0.079
2007.142,0.079
2007.172,0.079
2007.202,0.079
2007.233,0.079
2007.263,0.079
2007.293,0.079
2007.323,0.079
2007.353,0.079
2007.383,0.079
2007.413,0.079
2007.443,0.079
2007.474,0.079
2007.504,0.079
2007.534,0.079
2007.564,0.079
2007.594,0.079
2007.624,0.079
2007.654,0.079
2007.684,0.079
2007.715,0.080
2007.745,0.080
2007.775,0.081
2007.805,0.081
2007.835,0.081
2007.865,0.081
2007.895,0.081
2007.926,0.081
2007.956,0.080
2007.986,0.080
2008.016,0.079
2008.046,0.079
2008.076,0.079
2008.106,0.079
2008.136,0.079
2008.167,0.079
2008.197,0.079
2008.227,0.079
2008.257,0.079
2008.287,0.079
2008.317,0.080
2008.347,0.080
2008.378,0.081
2008.408,0.082
2008.438,0.082
2008.468,0.083
2008.498,0.083
2008.528,0.083
2008.558,0.083
2008.589,0.082
2008.619,0.081
2008.649,0.081
2008.679,0.080
2008.709,0.079
2008.739,0.079
2008.769,0.079
2008.799,0.079
2008.829,0.079
2008.860,0.079
2008.890,0.079
2008.920,0.079
2008.950,0.079
2008.980,0.079
2009.010,0.079
2009.040,0.079
2009.071,0.079
2009.101,0.079
2009.131,0.079
2009.161,0.079
2009.191,0.079
2009.221,0.079
2009.251,0.079
2009.281,0.079
2009.312,0.079
2009.342,0.079
2009.372,0.079
2009.402,0.079
2009.432,0.079
2009.462,0.079
2009.492,0.079
2009.523,0.079
2009.553,0.079
2009.583,0.079
2009.613,0.079
2009.643,0.079
2009.673,0.079
2009.703,0.079
2009.734,0.079
2009.764,0.079
2009.794,0.079
2009.824,0.079
2009.854,0.079
2009.884,0.079
2009.914,0.079
2009.944,0.079
2009.975,0.079
2010.005,0.079
2010.035,0.079
2010.065,0.079
2010.095,0.079
2010.125,0.079
2010.155,0.079
2010.185,0.079
2010.216,0.079
2010.246,0.079
2010.276,0.079
2010.306,0.079
2010.336,0.079
2010.366,0.079
2010.396,0.079
2010.427,0.079
2010.457,0.079
2010.487,0.079
2010.517,0.079
2010.547,0.079
2010.577,0.079
2010.607,0.079
2010.637,0.079
2010.668,0.079
2010.698,0.079
2010.728,0.079
2010.758,0.079
2010.788,0.079
2010.818,0.079
2010.848,0.079
2010.879,0.079
2010.909,0.079
2010.939,0.079
2010.969,0.079
2010.999,0.079
2011.029,0.079
2011.059,0.079
2011.089,0.079
2011.120,0.079
2011.150,0.079
2011.180,0.079
2011.210,0.079
2011.240,0.079
2011.270,0.079
2011.300,0.079
2011.330,0.079
2011.361,0.079
2011.391,0.079
2011.421,0.079
2011.451,0.079
2011.481,0.079
2011.511,0.079
2011.541,0.079
2011.572,0.079
2011.602,0.079
2011.632,0.079
2011.662,0.079
2011.692,0.079
2011.722,0.079
2011.752,0.079
2011.782,0.079
2011.813,0.079
2011.843,0.079
2011.873,0.079
2011.903,0.079
2011.933,0.079
2011.963,0.079
2011.993,0.079
2012.024,0.080
2012.054,0.081
2012.084,0.081
2012.114,0.082
2012.144,0.082
2012.174,0.083
2012.204,0.083
2012.234,0.082
2012.265,0.082
2012.295,0.081
2012.325,0.080
2012.355,0.080
2012.385,0.079
2012.415,0.079
2012.445,0.079
2012.476,0.079
2012.506,0.079
2012.536,0.079
2012.566,0.079
2012.596,0.079
2012.626,0.079
2012.656,0.079
2012.686,0.079
2012.717,0.079
2012.747,0.079
2012.777,0.080
2012.807,0.080
2012.837,0.080
2012.867,0.080
2012.897,0.080
2012.927,0.080
2012.958,0.079
2012.988,0.079
2013.018,0.079
2013.048,0.079
2013.078,0.079
2013.108,0.080
2013.138,0.080
2013.169,0.081
2013.199,0.082
2013.229,0.083
2013.259,0.084
2013.289,0.084
2013.319,0.085
2013.349,0.084
2013.380,0.084
2013.410,0.083
2013.440,0.082
2013.470,0.081
2013.500,0.080
2013.530,0.080
2013.560,0.079
2013.590,0.079
2013.621,0.079
2013.651,0.079
2013.681,0.079
2013.711,0.079
2013.741,0.079
2013.771,0.079
2013.801,0.079
2013.831,0.079
2013.862,0.079
2013.892,0.079
2013.922,0.079
2013.952,0.079
2013.982,0.079
2014.012,0.079
2014.042,0.079
2014.073,0.079
2014.103,0.079
2014.133,0.079
2014.163,0.079
2014.193,0.079
2014.223,0.079
2014.253,0.079
2014.283,0.079
2014.314,0.079
2014.344,0.079
2014.374,0.079
2014.404,0.079
2014.434,0.079
2014.464,0.079
2014.494,0.079
2014.525,0.079
2014.555,0.079
2014.585,0.079
2014.615,0.079
2014.645,0.079
2014.675,0.079
2014.705,0.079
2014.735,0.079
2014.766,0.079
2014.796,0.079
2014.826,0.079
2014.856,0.079
2014.886,0.079
2014.916,0.079
2014.946,0.079
2014.977,0.079
2015.007,0.079
2015.037,0.079
2015.067,0.079
2015.097,0.079
2015.127,0.079
2015.157,0.079
2015.187,0.079
2015.218,0.079
2015.248,0.079
2015.278,0.079
2015.308,0.079
2015.338,0.079
2015.368,0.079
2015.398,0.079
2015.428,0.079
2015.459,0.079
2015.489,0.079
2015.519,0.079
2015.549,0.079
2015.579,0.079
2015.609,0.079
2015.639,0.079
2015.670,0.079
2015.700,0.079
2015.730,0.079
2015.760,0.079
2015.790,0.079
2015.820,0.079
2015.850,0.079
2015.880,0.079
2015.911,0.079
2015.941,0.079
2015.971,0.079
2016.001,0.079
2016.031,0.079
2016.061,0.079
2016.091,0.079
2016.122,0.079
2016.152,0.079
2016.182,0.079
2016.212,0.079
2016.242,0.079
2016.272,0.079
2016.302,0.080
2016.333,0.081
2016.363,0.082
2016.393,0.082
2016.423,0.083
2016.453,0.084
2016.483,0.084
2016.513,0.084
2016.543,0.083
2016.573,0.082
2016.604,0.081
2016.634,0.080
2016.664,0.079
2016.694,0.078
2016.724,0.077
2016.754,0.077
2016.784,0.077
2016.815,0.077
2016.845,0.077
2016.875,0.077
2016.905,0.078
2016.935,0.078
2016.965,0.079
2016.995,0.079
2017.026,0.080
2017.056,0.080
2017.086,0.080
2017.116,0.080
2017.146,0.080
2017.176,0.080
2017.206,0.080
2017.236,0.080
2017.267,0.079
2017.297,0.079
2017.327,0.079
2017.357,0.079
2017.387,0.079
2017.417,0.079
2017.447,0.079
2017.478,0.079
2017.508,0.079
2017.538,0.079
2017.568,0.079
2017.598,0.079
2017.628,0.079
2017.658,0.079
2017.688,0.079
2017.719,0.079
2017.749,0.079
2017.779,0.079
2017.809,0.079
2017.839,0.079
2017.869,0.079
2017.899,0.080
2017.929,0.081
2017.960,0.082
2017.990,0.083
2018.020,0.085
2018.050,0.086
2018.080,0.087
2018.110,0.088
2018.140,0.088
2018.171,0.087
2018.201,0.085
2018.231,0.084
2018.261,0.082
2018.291,0.081
2018.321,0.080
2018.351,0.079
2018.381,0.079
2018.412,0.079
2018.442,0.079
2018.472,0.079
2018.502,0.079
2018.532,0.079
2018.562,0.079
2018.592,0.079
2018.623,0.079
2018.653,0.079
2018.683,0.079
2018.713,0.079
2018.743,0.079
2018.773,0.079
2018.803,0.079
2018.833,0.079
2018.864,0.079
2018.894,0.079
2018.924,0.079
2018.954,0.079
2018.984,0.079
2019.014,0.078
2019.044,0.078
2019.074,0.078
2019.105,0.078
2019.135,0.078
2019.165,0.079
2019.195,0.079
2019.225,0.079
2019.255,0.079
2019.285,0.079
2019.316,0.079
2019.346,0.079
2019.376,0.079
2019.406,0.079
2019.436,0.079
2019.466,0.079
2019.496,0.079
2019.526,0.079
2019.557,0.079
2019.587,0.079
2019.617,0.079
2019.647,0.079
2019.677,0.079
2019.707,0.079
2019.737,0.079
2019.768,0.079
2019.798,0.079
2019.828,0.079
2019.858,0.079
2019.888,0.079
2019.918,0.079
2019.948,0.079
2019.979,0.079
2020.009,0.079
2020.039,0.079
2020.069,0.079
2020.099,0.079
2020.129,0.079
2020.159,0.079
2020.189,0.079
2020.219,0.079
2020.250,0.079
2020.280,0.079
2020.310,0.079
2020.340,0.079
2020.370,0.079
2020.400,0.079
2020.430,0.079
2020.461,0.079
2020.491,0.079
2020.521,0.079
2020.551,0.080
2020.581,0.081
2020.611,0.082
2020.641,0.083
2020.672,0.084
2020.702,0.085
2020.732,0.086
2020.762,0.086
2020.792,0.086
2020.822,0.085
2020.852,0.083
2020.882,0.082
2020.913,0.081
2020.943,0.080
2020.973,0.079
2021.003,0.079
2021.033,0.079
2021.063,0.079
2021.093,0.079
2021.124,0.079
2021.154,0.079
2021.184,0.080
2021.214,0.080
2021.244,0.080
2021.274,0.081
2021.304,0.081
2021.334,0.081
2021.365,0.081
2021.395,0.081
2021.425,0.080
2021.455,0.080
2021.485,0.079
2021.515,0.079
2021.545,0.079
2021.575,0.079
2021.606,0.079
2021.636,0.079
2021.666,0.079
2021.696,0.079
2021.726,0.079
2021.756,0.079
2021.786,0.079
2021.817,0.079
2021.847,0.079
2021.877,0.079
2021.907,0.079
2021.937,0.079
2021.967,0.079
2021.997,0.079
2022.027,0.079
2022.058,0.079
2022.088,0.079
2022.118,0.079
2022.148,0.079
2022.178,0.079
2022.208,0.079
2022.238,0.079
2022.269,0.079
2022.299,0.079
2022.329,0.079
2022.359,0.079
2022.389,0.079
2022.419,0.079
2022.449,0.079
2022.479,0.079
2022.510,0.079
2022.540,0.079
2022.570,0.079
2022.600,0.079
2022.630,0.079
2022.660,0.080
2022.690,0.081
2022.720,0.083
2022.751,0.085
2022.781,0.088
2022.811,0.090
2022.841,0.092
2022.871,0.093
2022.901,0.093
2022.931,0.092
2022.962,0.090
2022.992,0.088
2023.022,0.085
2023.052,0.083
2023.082,0.081
2023.112,0.080
2023.142,0.079
2023.172,0.079
2023.203,0.079
2023.233,0.079
2023.263,0.079
2023.293,0.079
2023.323,0.079
2023.353,0.079
2023.383,0.079
2023.414,0.079
2023.444,0.079
2023.474,0.079
2023.504,0.079
2023.534,0.079
2023.564,0.079
2023.594,0.079
2023.625,0.079
2023.655,0.079
2023.685,0.079
2023.715,0.079
2023.745,0.079
2023.775,0.079
2023.805,0.079
2023.835,0.079
2023.865,0.079
2023.896,0.079
2023.926,0.079
2023.956,0.079
2023.986,0.079
2024.016,0.079
2024.046,0.079
2024.076,0.079
2024.107,0.079
2024.137,0.079
2024.167,0.079
2024.197,0.079
2024.227,0.079
2024.257,0.079
2024.287,0.079
2024.318,0.079
2024.348,0.079
2024.378,0.079
2024.408,0.079
2024.438,0.079
2024.468,0.079
2024.498,0.079
2024.528,0.079
2024.559,0.079
2024.589,0.079
2024.619,0.079
2024.649,0.079
2024.679,0.079
2024.709,0.079
2024.739,0.079
2024.770,0.080
2024.800,0.080
2024.830,0.082
2024.860,0.083
2024.890,0.085
2024.920,0.086
2024.950,0.087
2024.980,0.088
2025.010,0.088
2025.041,0.087
2025.071,0.086
2025.101,0.085
2025.131,0.083
2025.161,0.081
2025.191,0.080
2025.221,0.079
2025.252,0.079
2025.282,0.079
2025.312,0.079
2025.342,0.079
2025.372,0.080
2025.402,0.080
2025.432,0.080
2025.463,0.081
2025.493,0.081
2025.523,0.081
2025.553,0.081
2025.583,0.081
2025.613,0.080
2025.643,0.080
2025.673,0.080
2025.704,0.079
2025.734,0.079
2025.764,0.079
2025.794,0.079
2025.824,0.079
2025.854,0.079
2025.884,0.079
2025.915,0.079
2025.945,0.079
2025.975,0.079
2026.005,0.079
2026.035,0.079
2026.065,0.079
2026.095,0.079
2026.125,0.079
2026.156,0.079
2026.186,0.079
2026.216,0.079
2026.246,0.079
2026.276,0.079
2026.306,0.079
2026.336,0.079
2026.366,0.079
2026.397,0.079
2026.427,0.079
2026.457,0.079
2026.487,0.079
2026.517,0.079
2026.547,0.079
2026.577,0.079
2026.608,0.079
2026.638,0.079
2026.668,0.079
2026.698,0.079
2026.728,0.079
2026.758,0.079
2026.788,0.079
2026.818,0.079
2026.849,0.079
2026.879,0.079
2026.909,0.079
2026.939,0.079
2026.969,0.079
2026.999,0.079
2027.029,0.079
2027.060,0.079
2027.090,0.079
2027.120,0.079
2027.150,0.079
2027.180,0.079
2027.210,0.079
2027.240,0.079
2027.271,0.079
2027.301,0.079
2027.331,0.079
2027.361,0.080
2027.391,0.081
2027.421,0.083
2027.451,0.085
2027.481,0.088
2027.511,0.092
2027.542,0.095
2027.572,0.098
2027.602,0.100
2027.632,0.100
2027.662,0.098
2027.692,0.095
2027.722,0.092
2027.753,0.088
2027.783,0.085
2027.813,0.083
2027.843,0.081
2027.873,0.080
2027.903,0.079
2027.933,0.079
2027.964,0.079
2027.994,0.079
2028.024,0.079
2028.054,0.079
2028.084,0.079
2028.114,0.079
2028.144,0.079
2028.174,0.079
2028.205,0.079
2028.235,0.079
2028.265,0.079
2028.295,0.079
2028.325,0.079
2028.355,0.079
2028.385,0.079
2028.416,0.079
2028.446,0.079
2028.476,0.079
2028.506,0.079
2028.536,0.079
2028.566,0.079
2028.596,0.079
2028.626,0.079
2028.657,0.079
2028.687,0.079
2028.717,0.079
2028.747,0.079
2028.777,0.079
2028.807,0.079
2028.837,0.079
2028.867,0.079
2028.898,0.079
2028.928,0.079
2028.958,0.079
2028.988,0.080
2029.018,0.081
2029.048,0.083
2029.078,0.085
2029.109,0.087
2029.139,0.088
2029.169,0.090
2029.199,0.091
2029.229,0.090
2029.259,0.089
2029.289,0.088
2029.319,0.086
2029.350,0.084
2029.380,0.082
2029.410,0.081
2029.440,0.080
2029.470,0.080
2029.500,0.080
2029.530,0.080
2029.561,0.081
2029.591,0.081
2029.621,0.082
2029.651,0.082
2029.681,0.082
2029.711,0.082
2029.741,0.082
2029.771,0.081
2029.802,0.081
2029.832,0.080
2029.862,0.080
2029.892,0.079
2029.922,0.079
2029.952,0.079
2029.982,0.079
2030.012,0.079
2030.043,0.079
2030.073,0.079
2030.103,0.079
2030.133,0.079
2030.163,0.079
2030.193,0.079
2030.223,0.079
2030.254,0.079
2030.284,0.079
2030.314,0.079
2030.344,0.079
2030.374,0.079
2030.404,0.079
2030.434,0.079
2030.464,0.079
2030.495,0.079
2030.525,0.079
2030.555,0.079
2030.585,0.079
2030.615,0.079
2030.645,0.079
2030.675,0.079
2030.706,0.079
2030.736,0.079
2030.766,0.079
2030.796,0.079
2030.826,0.079
2030.856,0.079
2030.886,0.079
2030.917,0.079
2030.947,0.079
2030.977,0.079
2031.007,0.079
2031.037,0.079
2031.067,0.079
2031.097,0.079
2031.127,0.079
2031.158,0.079
2031.188,0.079
2031.218,0.079
2031.248,0.079
2031.278,0.079
2031.308,0.079
2031.338,0.079
2031.368,0.079
2031.399,0.079
2031.429,0.079
2031.459,0.079
2031.489,0.079
2031.519,0.079
2031.549,0.079
2031.579,0.079
2031.609,0.079
2031.640,0.079
2031.670,0.079
2031.700,0.079
2031.730,0.079
2031.760,0.079
2031.790,0.079
2031.820,0.079
2031.851,0.079
2031.881,0.079
2031.911,0.079
2031.941,0.079
2031.971,0.079
2032.001,0.079
2032.031,0.079
2032.062,0.080
2032.092,0.081
2032.122,0.083
2032.152,0.086
2032.182,0.090
2032.212,0.095
2032.242,0.100
2032.272,0.104
2032.303,0.107
2032.333,0.107
2032.363,0.106
2032.393,0.102
2032.423,0.097
2032.453,0.092
2032.483,0.088
2032.514,0.084
2032.544,0.082
2032.574,0.080
2032.604,0.080
2032.634,0.079
2032.664,0.079
2032.694,0.079
2032.724,0.079
2032.755,0.079
2032.785,0.079
2032.815,0.079
2032.845,0.079
2032.875,0.079
2032.905,0.079
2032.935,0.079
2032.965,0.079
2032.996,0.079
2033.026,0.079
2033.056,0.079
2033.086,0.079
2033.116,0.079
2033.146,0.080
2033.176,0.081
2033.207,0.082
2033.237,0.084
2033.267,0.086
2033.297,0.089
2033.327,0.091
2033.357,0.093
2033.387,0.094
2033.417,0.093
2033.448,0.092
2033.478,0.089
2033.508,0.087
2033.538,0.084
2033.568,0.082
2033.598,0.081
2033.628,0.080
2033.659,0.080
2033.689,0.081
2033.719,0.081
2033.749,0.082
2033.779,0.083
2033.809,0.083
2033.839,0.083
2033.869,0.083
2033.900,0.082
2033.930,0.081
2033.960,0.081
2033.990,0.080
2034.020,0.079
2034.050,0.079
2034.080,0.079
2034.110,0.079
2034.141,0.079
2034.171,0.079
2034.201,0.079
2034.231,0.079
2034.261,0.079
2034.291,0.079
2034.321,0.079
2034.352,0.079
2034.382,0.079
2034.412,0.079
2034.442,0.079
2034.472,0.079
2034.502,0.079
2034.532,0.079
2034.563,0.079
2034.593,0.079
2034.623,0.079
2034.653,0.079
2034.683,0.078
2034.713,0.078
2034.743,0.079
2034.773,0.079
2034.804,0.079
2034.834,0.079
2034.864,0.079
2034.894,0.079
2034.924,0.079
2034.954,0.079
2034.984,0.079
2035.015,0.079
2035.045,0.079
2035.075,0.079
2035.105,0.079
2035.135,0.079
2035.165,0.079
2035.195,0.079
2035.225,0.079
2035.255,0.079
2035.286,0.079
2035.316,0.079
2035.346,0.079
2035.376,0.079
2035.406,0.079
2035.436,0.079
2035.466,0.079
2035.497,0.079
2035.527,0.079
2035.557,0.079
2035.587,0.079
2035.617,0.079
2035.647,0.079
2035.677,0.079
2035.708,0.079
2035.738,0.079
2035.768,0.079
2035.798,0.079
2035.828,0.079
2035.858,0.079
2035.888,0.079
2035.918,0.079
2035.949,0.079
2035.979,0.079
2036.009,0.079
2036.039,0.079
2036.069,0.079
2036.099,0.079
2036.129,0.079
2036.160,0.079
2036.190,0.079
2036.220,0.079
2036.250,0.079
2036.280,0.079
2036.310,0.079
2036.340,0.079
2036.370,0.079
2036.401,0.079
2036.431,0.079
2036.461,0.079
2036.491,0.079
2036.521,0.079
2036.551,0.079
2036.581,0.078
2036.611,0.078
2036.642,0.079
2036.672,0.079
2036.702,0.079
2036.732,0.080
2036.762,0.082
2036.792,0.084
2036.822,0.089
2036.853,0.094
2036.883,0.100
2036.913,0.107
2036.943,0.112
2036.973,0.116
2037.003,0.117
2037.033,0.114
2037.063,0.110
2037.094,0.104
2037.124,0.097
2037.154,0.091
2037.184,0.086
2037.214,0.083
2037.244,0.081
2037.274,0.080
2037.305,0.081
2037.335,0.082
2037.365,0.084
2037.395,0.086
2037.425,0.089
2037.455,0.092
2037.485,0.095
2037.516,0.097
2037.546,0.097
2037.576,0.096
2037.606,0.094
2037.636,0.091
2037.666,0.088
2037.696,0.085
2037.726,0.083
2037.756,0.082
2037.787,0.082
2037.817,0.082
2037.847,0.083
2037.877,0.083
2037.907,0.084
2037.937,0.084
2037.967,0.084
2037.998,0.083
2038.028,0.082
2038.058,0.081
2038.088,0.081
2038.118,0.080
2038.148,0.079
2038.178,0.079
2038.208,0.079
2038.239,0.079
2038.269,0.079
2038.299,0.079
2038.329,0.079
2038.359,0.079
2038.389,0.079
2038.419,0.079
2038.450,0.079
2038.480,0.079
2038.510,0.079
2038.540,0.079
2038.570,0.079
2038.600,0.079
2038.630,0.079
2038.661,0.079
2038.691,0.079
2038.721,0.079
2038.751,0.079
2038.781,0.079
2038.811,0.079
2038.841,0.079
2038.871,0.079
2038.901,0.079
2038.932,0.079
2038.962,0.079
2038.992,0.079
2039.022,0.079
2039.052,0.079
2039.082,0.079
2039.112,0.079
2039.143,0.079
2039.173,0.079
2039.203,0.079
2039.233,0.079
2039.263,0.079
2039.293,0.079
2039.323,0.079
2039.354,0.079
2039.384,0.079
2039.414,0.079
2039.444,0.079
2039.474,0.079
2039.504,0.079
2039.534,0.079
2039.564,0.079
2039.595,0.079
2039.625,0.079
2039.655,0.079
2039.685,0.079
2039.715,0.079
2039.745,0.079
2039.775,0.079
2039.806,0.079
2039.836,0.079
2039.866,0.079
2039.896,0.079
2039.926,0.079
2039.956,0.079
2039.986,0.079
2040.016,0.079
2040.047,0.079
2040.077,0.079
2040.107,0.079
2040.137,0.079
2040.167,0.079
2040.197,0.079
2040.227,0.079
2040.257,0.079
2040.288,0.079
2040.318,0.079
2040.348,0.079
2040.378,0.079
2040.408,0.079
2040.438,0.079
2040.468,0.079
2040.499,0.079
2040.529,0.079
2040.559,0.079
2040.589,0.079
2040.619,0.079
2040.649,0.079
2040.679,0.079
2040.709,0.079
2040.740,0.079
2040.770,0.079
2040.800,0.079
2040.830,0.079
2040.860,0.079
2040.890,0.079
2040.920,0.079
2040.951,0.079
2040.981,0.079
2041.011,0.079
2041.041,0.079
2041.071,0.079
2041.101,0.079
2041.131,0.079
2041.161,0.078
2041.192,0.078
2041.222,0.078
2041.252,0.078
2041.282,0.078
2041.312,0.078
2041.342,0.079
2041.372,0.080
2041.402,0.083
2041.433,0.087
2041.463,0.094
2041.493,0.104
2041.523,0.114
2041.553,0.126
2041.583,0.136
2041.613,0.143
2041.644,0.145
2041.674,0.142
2041.704,0.135
2041.734,0.125
2041.764,0.114
2041.794,0.103
2041.824,0.095
2041.854,0.090
2041.885,0.087
2041.915,0.085
2041.945,0.085
2041.975,0.085
2042.005,0.085
2042.035,0.085
2042.065,0.084
2042.096,0.083
2042.126,0.082
2042.156,0.081
2042.186,0.080
2042.216,0.080
2042.246,0.079
2042.276,0.079
2042.307,0.079
2042.337,0.079
2042.367,0.079
2042.397,0.079
2042.427,0.079
2042.457,0.079
2042.487,0.079
2042.517,0.079
2042.547,0.079
2042.578,0.079
2042.608,0.079
2042.638,0.079
2042.668,0.079
2042.698,0.079
2042.728,0.079
2042.758,0.079
2042.789,0.079
2042.819,0.079
2042.849,0.079
2042.879,0.079
2042.909,0.079
2042.939,0.079
2042.969,0.079
2043.000,0.079
2043.030,0.079
2043.060,0.079
2043.090,0.079
2043.120,0.079
2043.150,0.079
2043.180,0.079
2043.210,0.079
2043.241,0.079
2043.271,0.079
2043.301,0.079
2043.331,0.079
2043.361,0.079
2043.391,0.079
2043.421,0.079
2043.452,0.079
2043.482,0.079
2043.512,0.079
2043.542,0.079
2043.572,0.079
2043.602,0.079
2043.632,0.079
2043.662,0.079
2043.693,0.079
2043.723,0.079
2043.753,0.079
2043.783,0.079
2043.813,0.079
2043.843,0.079
2043.873,0.079
2043.903,0.079
2043.934,0.079
2043.964,0.079
2043.994,0.079
2044.024,0.079
2044.054,0.079
2044.084,0.079
2044.114,0.079
2044.145,0.079
2044.175,0.079
2044.205,0.079
2044.235,0.079
2044.265,0.079
2044.295,0.079
2044.325,0.079
2044.355,0.079
2044.386,0.079
2044.416,0.079
2044.446,0.079
2044.476,0.079
2044.506,0.079
2044.536,0.079
2044.566,0.079
2044.597,0.079
2044.627,0.079
2044.657,0.079
2044.687,0.079
2044.717,0.079
2044.747,0.079
2044.777,0.079
2044.807,0.079
2044.838,0.079
2044.868,0.079
2044.898,0.079
2044.928,0.079
2044.958,0.079
2044.988,0.079
2045.018,0.079
2045.048,0.079
2045.079,0.079
2045.109,0.079
2045.139,0.079
2045.169,0.079
2045.199,0.079
2045.229,0.079
2045.259,0.079
2045.290,0.079
2045.320,0.079
2045.350,0.079
2045.380,0.079
2045.410,0.079
2045.440,0.080
2045.470,0.080
2045.500,0.081
2045.531,0.082
2045.561,0.084
2045.591,0.087
2045.621,0.091
2045.651,0.095
2045.681,0.099
2045.711,0.102
2045.742,0.103
2045.772,0.102
2045.802,0.100
2045.832,0.097
2045.862,0.094
2045.892,0.091
2045.922,0.089
2045.953,0.088
2045.983,0.089
2046.013,0.091
2046.043,0.096
2046.073,0.102
2046.103,0.110
2046.133,0.119
2046.163,0.128
2046.194,0.135
2046.224,0.140
2046.254,0.140
2046.284,0.136
2046.314,0.129
2046.344,0.119
2046.374,0.109
2046.404,0.099
2046.435,0.092
2046.465,0.086
2046.495,0.083
2046.525,0.081
2046.555,0.080
2046.585,0.080
2046.615,0.080
2046.646,0.079
2046.676,0.079
2046.706,0.079
2046.736,0.080
