# wavenumber,absorbance
2010.366,0.081
2010.427,0.081
2010.487,0.081
2010.547,0.081
2010.607,0.081
2010.668,0.081
2010.728,0.081
2010.788,0.081
2010.848,0.081
2010.909,0.081
2010.969,0.081
2011.029,0.081
2011.089,0.081
2011.150,0.081
2011.210,0.081
2011.270,0.081
2011.330,0.081
2011.391,0.081
2011.451,0.081
2011.511,0.081
2011.572,0.081
2011.632,0.081
2011.692,0.082
2011.752,0.082
2011.813,0.083
2011.873,0.084
2011.933,0.085
2011.993,0.086
2012.054,0.087
2012.114,0.087
2012.174,0.087
2012.234,0.086
2012.295,0.086
2012.355,0.085
2012.415,0.084
2012.476,0.083
2012.536,0.083
2012.596,0.083
2012.656,0.083
2012.717,0.083
2012.777,0.083
2012.837,0.084
2012.897,0.084
2012.958,0.085
2013.018,0.086
2013.078,0.087
2013.138,0.088
2013.199,0.089
2013.259,0.089
2013.319,0.089
2013.380,0.089
2013.440,0.087
2013.500,0.086
2013.560,0.084
2013.621,0.083
2013.681,0.082
2013.741,0.082
2013.801,0.082
2013.862,0.081
2013.922,0.081
2013.982,0.081
2014.042,0.081
2014.103,0.081
2014.163,0.081
2014.223,0.081
2014.283,0.081
2014.344,0.081
2014.404,0.081
2014.464,0.081
2014.525,0.081
2014.585,0.081
2014.645,0.081
2014.705,0.081
2014.766,0.081
2014.826,0.081
2014.886,0.081
2014.946,0.081
2015.007,0.081
2015.067,0.081
2015.127,0.081
2015.187,0.081
2015.248,0.081
2015.308,0.081
2015.368,0.081
2015.428,0.081
2015.489,0.081
2015.549,0.081
2015.609,0.081
2015.670,0.081
2015.730,0.081
2015.790,0.081
2015.850,0.081
2015.911,0.081
2015.971,0.082
2016.031,0.082
2016.091,0.083
2016.152,0.084
2016.212,0.086
2016.272,0.087
2016.333,0.088
2016.393,0.088
2016.453,0.088
2016.513,0.088
2016.573,0.087
2016.634,0.085
2016.694,0.084
2016.754,0.083
2016.815,0.082
2016.875,0.082
2016.935,0.082
2016.995,0.082
2017.056,0.083
2017.116,0.083
2017.176,0.083
2017.236,0.083
2017.297,0.082
2017.357,0.082
2017.417,0.082
2017.478,0.081
2017.538,0.082
2017.598,0.082
2017.658,0.083
2017.719,0.084
2017.779,0.086
2017.839,0.088
2017.899,0.090
2017.960,0.092
2018.020,0.093
2018.080,0.094
2018.140,0.093
2018.201,0.092
2018.261,0.090
2018.321,0.087
2018.381,0.085
2018.442,0.084
2018.502,0.082
2018.562,0.082
2018.623,0.081
2018.683,0.081
2018.743,0.081
2018.803,0.081
2018.864,0.081
2018.924,0.081
2018.984,0.081
2019.044,0.081
2019.105,0.081
2019.165,0.081
2019.225,0.081
2019.285,0.081
2019.346,0.081
2019.406,0.081
2019.466,0.081
2019.526,0.081
2019.587,0.081
2019.647,0.081
2019.707,0.081
2019.768,0.081
2019.828,0.081
2019.888,0.081
2019.948,0.081
2020.009,0.081
2020.069,0.081
2020.129,0.081
2020.189,0.082
2020.250,0.082
2020.310,0.083
2020.370,0.084
2020.430,0.086
2020.491,0.087
2020.551,0.089
2020.611,0.090
2020.672,0.091
2020.732,0.091
2020.792,0.091
2020.852,0.090
2020.913,0.088
2020.973,0.087
2021.033,0.086
2021.093,0.085
2021.154,0.084
2021.214,0.084
2021.274,0.084
2021.334,0.084
2021.395,0.084
2021.455,0.083
2021.515,0.083
2021.575,0.083
2021.636,0.082
2021.696,0.082
2021.756,0.082
2021.817,0.082
2021.877,0.082
2021.937,0.082
2021.997,0.082
2022.058,0.081
2022.118,0.081
2022.178,0.081
2022.238,0.082
2022.299,0.082
2022.359,0.082
2022.419,0.084
2022.479,0.085
2022.540,0.088
2022.600,0.091
2022.660,0.094
2022.720,0.097
2022.781,0.099
2022.841,0.100
2022.901,0.099
2022.962,0.097
2023.022,0.094
2023.082,0.091
2023.142,0.088
2023.203,0.085
2023.263,0.083
2023.323,0.082
2023.383,0.082
2023.444,0.081
2023.504,0.081
2023.564,0.081
2023.625,0.081
2023.685,0.081
2023.745,0.081
2023.805,0.081
2023.865,0.081
2023.926,0.081
2023.986,0.081
2024.046,0.081
2024.107,0.081
2024.167,0.081
2024.227,0.081
2024.287,0.081
2024.348,0.081
2024.408,0.082
2024.468,0.082
2024.528,0.083
2024.589,0.084
2024.649,0.086
2024.709,0.088
2024.770,0.090
2024.830,0.093
2024.890,0.094
2024.950,0.095
2025.010,0.094
2025.071,0.093
2025.131,0.091
2025.191,0.089
2025.252,0.088
2025.312,0.087
2025.372,0.086
2025.432,0.086
2025.493,0.085
2025.553,0.085
2025.613,0.084
2025.673,0.084
2025.734,0.083
2025.794,0.083
2025.854,0.082
2025.915,0.082
2025.975,0.082
2026.035,0.082
2026.095,0.081
2026.156,0.081
2026.216,0.081
2026.276,0.081
2026.336,0.081
2026.397,0.081
2026.457,0.081
2026.517,0.081
2026.577,0.081
2026.638,0.081
2026.698,0.081
2026.758,0.081
2026.818,0.081
2026.879,0.081
2026.939,0.081
2026.999,0.082
2027.060,0.082
2027.120,0.083
2027.180,0.085
2027.240,0.089
2027.301,0.093
2027.361,0.097
2027.421,0.102
2027.481,0.106
2027.542,0.108
2027.602,0.108
2027.662,0.106
2027.722,0.103
2027.783,0.098
2027.843,0.093
2027.903,0.089
2027.964,0.086
2028.024,0.083
2028.084,0.082
2028.144,0.082
2028.205,0.082
2028.265,0.081
2028.325,0.081
2028.385,0.081
2028.446,0.081
2028.506,0.081
2028.566,0.082
2028.626,0.082
2028.687,0.082
2028.747,0.084
2028.807,0.085
2028.867,0.087
2028.928,0.090
2028.988,0.093
2029.048,0.096
2029.109,0.098
2029.169,0.098
2029.229,0.098
2029.289,0.096
2029.350,0.094
2029.410,0.092
2029.470,0.090
2029.530,0.089
2029.591,0.088
2029.651,0.087
2029.711,0.086
2029.771,0.085
2029.832,0.085
2029.892,0.084
2029.952,0.083
2030.012,0.082
2030.073,0.082
2030.133,0.082
2030.193,0.082
2030.254,0.081
2030.314,0.081
2030.374,0.081
2030.434,0.081
2030.495,0.081
2030.555,0.081
2030.615,0.082
2030.675,0.082
2030.736,0.082
2030.796,0.082
2030.856,0.081
2030.917,0.081
2030.977,0.081
2031.037,0.081
2031.097,0.081
2031.158,0.082
2031.218,0.081
2031.278,0.081
2031.338,0.081
2031.399,0.081
2031.459,0.081
2031.519,0.081
2031.579,0.081
2031.640,0.082
2031.700,0.082
2031.760,0.083
2031.820,0.084
2031.881,0.087
2031.941,0.091
2032.001,0.097
2032.062,0.103
2032.122,0.110
2032.182,0.115
2032.242,0.118
2032.303,0.118
2032.363,0.115
2032.423,0.111
2032.483,0.104
2032.544,0.098
2032.604,0.092
2032.664,0.088
2032.724,0.085
2032.785,0.083
2032.845,0.083
2032.905,0.083
2032.965,0.085
2033.026,0.088
2033.086,0.091
2033.146,0.095
2033.207,0.098
2033.267,0.101
2033.327,0.102
2033.387,0.102
2033.448,0.101
2033.508,0.099
2033.568,0.096
2033.628,0.094
2033.689,0.092
2033.749,0.090
2033.809,0.088
2033.869,0.087
2033.930,0.086
2033.990,0.085
2034.050,0.084
2034.110,0.083
2034.171,0.082
2034.231,0.082
2034.291,0.082
2034.352,0.082
2034.412,0.082
2034.472,0.082
2034.532,0.081
2034.593,0.081
2034.653,0.081
2034.713,0.081
2034.773,0.081
2034.834,0.082
2034.894,0.082
2034.954,0.082
2035.015,0.082
2035.075,0.082
2035.135,0.082
2035.195,0.082
2035.255,0.082
2035.316,0.082
2035.376,0.082
2035.436,0.082
2035.497,0.082
2035.557,0.081
2035.617,0.081
2035.677,0.081
2035.738,0.082
2035.798,0.082
2035.858,0.082
2035.918,0.082
2035.979,0.082
2036.039,0.082
2036.099,0.081
2036.160,0.082
2036.220,0.082
2036.280,0.082
2036.340,0.082
2036.401,0.083
2036.461,0.084
2036.521,0.087
2036.581,0.091
2036.642,0.098
2036.702,0.105
2036.762,0.114
2036.822,0.122
2036.883,0.128
2036.943,0.130
2037.003,0.130
2037.063,0.126
2037.124,0.121
2037.184,0.116
2037.244,0.112
2037.305,0.109
2037.365,0.108
2037.425,0.108
2037.485,0.108
2037.546,0.107
2037.606,0.106
2037.666,0.103
2037.726,0.100
2037.787,0.097
2037.847,0.094
2037.907,0.091
2037.967,0.089
2038.028,0.088
2038.088,0.086
2038.148,0.085
2038.208,0.084
2038.269,0.083
2038.329,0.082
2038.389,0.082
2038.450,0.082
2038.510,0.082
2038.570,0.082
2038.630,0.082
2038.691,0.081
2038.751,0.081
2038.811,0.081
2038.871,0.081
2038.932,0.082
2038.992,0.082
2039.052,0.082
2039.112,0.082
2039.173,0.082
2039.233,0.082
2039.293,0.082
2039.354,0.082
2039.414,0.082
2039.474,0.082
2039.534,0.082
2039.595,0.082
2039.655,0.082
2039.715,0.082
2039.775,0.082
2039.836,0.082
2039.896,0.082
2039.956,0.082
2040.016,0.082
2040.077,0.082
2040.137,0.082
2040.197,0.082
2040.257,0.082
2040.318,0.082
2040.378,0.082
2040.438,0.082
2040.499,0.082
2040.559,0.082
2040.619,0.082
2040.679,0.082
2040.740,0.082
2040.800,0.082
2040.860,0.082
2040.920,0.082
2040.981,0.082
2041.041,0.083
2041.101,0.085
2041.161,0.089
2041.222,0.096
2041.282,0.106
2041.342,0.119
2041.402,0.132
2041.463,0.145
2041.523,0.155
2041.583,0.160
2041.644,0.160
2041.704,0.153
2041.764,0.143
2041.824,0.131
2041.885,0.119
2041.945,0.109
2042.005,0.100
2042.065,0.094
2042.126,0.090
2042.186,0.087
2042.246,0.086
2042.307,0.084
2042.367,0.083
2042.427,0.082
2042.487,0.082
2042.547,0.082
2042.608,0.082
2042.668,0.082
2042.728,0.082
2042.789,0.082
2042.849,0.082
2042.909,0.082
2042.969,0.082
2043.030,0.082
2043.090,0.082
2043.150,0.082
2043.210,0.082
2043.271,0.082
2043.331,0.082
2043.391,0.082
2043.452,0.082
2043.512,0.082
2043.572,0.082
2043.632,0.083
2043.693,0.083
2043.753,0.082
2043.813,0.082
2043.873,0.082
2043.934,0.082
2043.994,0.082
2044.054,0.082
2044.114,0.082
2044.175,0.082
2044.235,0.082
2044.295,0.082
2044.355,0.082
2044.416,0.082
2044.476,0.082
2044.536,0.082
2044.597,0.083
2044.657,0.083
2044.717,0.082
2044.777,0.082
2044.838,0.082
2044.898,0.082
2044.958,0.082
2045.018,0.083
2045.079,0.083
2045.139,0.083
2045.199,0.084
2045.259,0.086
2045.320,0.088
2045.380,0.092
2045.440,0.098
2045.500,0.104
2045.561,0.110
2045.621,0.116
2045.681,0.121
2045.742,0.126
2045.802,0.131
2045.862,0.137
2045.922,0.144
2045.983,0.153
2046.043,0.161
2046.103,0.167
2046.163,0.169
2046.224,0.167
2046.284,0.159
2046.344,0.147
2046.404,0.133
2046.465,0.119
2046.525,0.106
2046.585,0.097
2046.646,0.091
2046.706,0.087
2046.766,0.085
2046.826,0.084
2046.887,0.084
2046.947,0.084
2047.007,0.083
2047.067,0.083
2047.128,0.083
2047.188,0.084
2047.248,0.084
2047.308,0.084
2047.369,0.084
2047.429,0.083
2047.489,0.083
2047.549,0.083
2047.610,0.083
2047.670,0.084
2047.730,0.084
2047.791,0.084
2047.851,0.084
2047.911,0.084
2047.971,0.084
2048.031,0.084
2048.092,0.084
2048.152,0.084
2048.212,0.084
2048.273,0.084
2048.333,0.084
2048.393,0.084
2048.453,0.084
2048.514,0.084
2048.574,0.084
2048.634,0.084
2048.695,0.084
2048.755,0.084
2048.815,0.084
2048.875,0.084
2048.936,0.084
2048.996,0.084
2049.056,0.084
2049.116,0.084
2049.177,0.085
2049.237,0.085
2049.297,0.087
2049.357,0.089
2049.418,0.094
2049.478,0.099
2049.538,0.106
2049.598,0.113
2049.659,0.120
2049.719,0.125
2049.779,0.127
2049.840,0.127
2049.900,0.124
2049.960,0.119
2050.020,0.113
2050.081,0.106
2050.141,0.101
2050.201,0.097
2050.261,0.096
2050.322,0.098
2050.382,0.103
2050.442,0.112
2050.502,0.126
2050.563,0.141
2050.623,0.157
2050.683,0.170
2050.743,0.179
2050.804,0.179
2050.864,0.173
2050.924,0.160
2050.985,0.144
2051.045,0.128
2051.105,0.113
2051.165,0.102
2051.226,0.095
2051.286,0.090
2051.346,0.088
2051.406,0.087
2051.467,0.086
2051.527,0.086
2051.587,0.086
2051.647,0.085
2051.708,0.085
2051.768,0.086
2051.828,0.086
2051.888,0.086
2051.949,0.086
2052.009,0.085
2052.069,0.085
2052.130,0.086
2052.190,0.086
2052.250,0.086
2052.310,0.086
2052.371,0.086
2052.431,0.086
2052.491,0.086
2052.552,0.085
2052.612,0.085
2052.672,0.085
2052.732,0.086
2052.792,0.086
2052.853,0.086
2052.913,0.085
2052.973,0.085
2053.034,0.085
2053.094,0.085
2053.154,0.085
2053.214,0.086
2053.275,0.087
2053.335,0.089
2053.395,0.092
2053.455,0.097
2053.516,0.103
2053.576,0.111
2053.636,0.119
2053.697,0.126
2053.757,0.132
2053.817,0.134
2053.877,0.133
2053.938,0.128
2053.998,0.122
2054.058,0.114
2054.118,0.107
2054.179,0.100
2054.239,0.095
2054.299,0.092
2054.359,0.089
2054.420,0.088
2054.480,0.087
2054.540,0.087
2054.600,0.087
2054.661,0.087
2054.721,0.089
2054.781,0.091
2054.842,0.095
2054.902,0.102
2054.962,0.113
2055.022,0.128
2055.083,0.146
2055.143,0.166
2055.203,0.184
2055.263,0.197
2055.324,0.202
2055.384,0.198
2055.444,0.185
2055.504,0.167
2055.565,0.147
2055.625,0.129
2055.685,0.114
2055.745,0.103
2055.806,0.096
2055.866,0.092
2055.926,0.090
2055.987,0.089
2056.047,0.088
2056.107,0.088
2056.167,0.088
2056.228,0.088
2056.288,0.089
2056.348,0.089
2056.408,0.089
2056.469,0.089
2056.529,0.089
2056.589,0.089
2056.649,0.089
2056.710,0.089
2056.770,0.089
2056.830,0.089
2056.890,0.089
2056.951,0.089
2057.011,0.088
2057.071,0.088
2057.132,0.088
2057.192,0.089
2057.252,0.090
2057.312,0.092
2057.373,0.095
2057.433,0.099
2057.493,0.106
2057.553,0.114
2057.614,0.123
2057.674,0.132
2057.734,0.138
2057.794,0.142
2057.855,0.141
2057.915,0.137
2057.975,0.129
2058.036,0.120
2058.096,0.112
2058.156,0.104
2058.216,0.098
2058.277,0.094
2058.337,0.092
2058.397,0.090
2058.457,0.089
2058.518,0.089
2058.578,0.089
2058.638,0.089
2058.698,0.089
2058.759,0.089
2058.819,0.089
2058.879,0.089
2058.939,0.089
2059.000,0.089
2059.060,0.089
2059.120,0.089
2059.181,0.090
2059.241,0.092
2059.301,0.094
2059.361,0.100
2059.422,0.108
2059.482,0.122
2059.542,0.140
2059.602,0.161
2059.663,0.185
2059.723,0.206
2059.783,0.221
2059.844,0.226
2059.904,0.219
2059.964,0.203
2060.024,0.181
2060.084,0.158
2060.145,0.136
2060.205,0.118
2060.265,0.106
2060.326,0.097
2060.386,0.092
2060.446,0.090
2060.506,0.089
2060.567,0.088
2060.627,0.088
2060.687,0.088
2060.747,0.088
2060.808,0.088
2060.868,0.087
2060.928,0.087
2060.989,0.087
2061.049,0.086
2061.109,0.086
2061.169,0.086
2061.229,0.087
2061.290,0.089
2061.350,0.093
2061.410,0.099
2061.471,0.106
2061.531,0.116
2061.591,0.125
2061.651,0.134
2061.712,0.140
2061.772,0.143
2061.832,0.140
2061.893,0.134
2061.953,0.125
2062.013,0.115
2062.073,0.106
2062.134,0.098
2062.194,0.093
2062.254,0.089
2062.314,0.088
2062.375,0.087
2062.435,0.086
2062.495,0.086
2062.555,0.086
2062.616,0.086
2062.676,0.086
2062.736,0.086
2062.796,0.086
2062.857,0.086
2062.917,0.086
2062.977,0.086
2063.038,0.086
2063.098,0.086
2063.158,0.087
2063.218,0.087
2063.279,0.087
2063.339,0.087
2063.399,0.087
2063.459,0.087
2063.520,0.087
2063.580,0.088
2063.640,0.089
2063.700,0.091
2063.761,0.094
2063.821,0.099
2063.881,0.108
2063.941,0.122
2064.002,0.141
2064.062,0.165
2064.122,0.193
2064.183,0.220
2064.243,0.241
2064.303,0.252
2064.363,0.250
2064.424,0.236
2064.484,0.212
2064.544,0.185
2064.604,0.158
2064.665,0.135
2064.725,0.117
2064.785,0.105
2064.845,0.097
2064.906,0.093
2064.966,0.090
2065.026,0.089
2065.086,0.089
2065.147,0.089
2065.207,0.091
2065.267,0.094
2065.328,0.099
2065.388,0.106
2065.448,0.115
2065.508,0.125
2065.569,0.134
2065.629,0.140
2065.689,0.143
2065.750,0.141
2065.810,0.134
2065.870,0.125
2065.930,0.115
2065.990,0.105
2066.051,0.097
2066.111,0.091
2066.171,0.088
2066.231,0.086
2066.292,0.085
2066.352,0.085
2066.412,0.085
2066.473,0.085
2066.533,0.084
2066.593,0.084
2066.653,0.085
2066.714,0.085
2066.774,0.085
2066.834,0.085
2066.895,0.085
2066.955,0.085
2067.015,0.085
2067.075,0.085
2067.135,0.086
2067.196,0.086
2067.256,0.087
2067.316,0.087
2067.376,0.086
2067.437,0.086
2067.497,0.086
2067.557,0.086
2067.618,0.087
2067.678,0.087
2067.738,0.087
2067.798,0.087
2067.859,0.086
2067.919,0.086
2067.979,0.087
2068.040,0.087
2068.100,0.088
2068.160,0.091
2068.220,0.095
2068.281,0.102
2068.341,0.113
2068.401,0.130
2068.461,0.154
2068.521,0.183
2068.582,0.215
2068.642,0.246
2068.702,0.269
2068.763,0.280
2068.823,0.274
2068.883,0.255
2068.943,0.226
2069.004,0.194
2069.064,0.165
2069.124,0.143
2069.185,0.128
2069.245,0.120
2069.305,0.119
2069.365,0.123
2069.426,0.129
2069.486,0.135
2069.546,0.138
2069.606,0.138
2069.667,0.134
2069.727,0.127
2069.787,0.117
2069.847,0.108
2069.908,0.099
2069.968,0.093
2070.028,0.088
2070.088,0.085
2070.149,0.084
2070.209,0.084
2070.269,0.084
2070.330,0.084
2070.390,0.083
2070.450,0.083
2070.510,0.083
2070.571,0.083
2070.631,0.083
2070.691,0.084
2070.751,0.083
2070.812,0.083
2070.872,0.083
2070.932,0.083
2070.992,0.083
2071.053,0.083
2071.113,0.083
2071.173,0.083
2071.233,0.083
2071.294,0.083
2071.354,0.083
2071.414,0.083
2071.475,0.083
2071.535,0.083
2071.595,0.083
2071.655,0.084
2071.716,0.084
2071.776,0.083
2071.836,0.083
2071.896,0.083
2071.957,0.084
2072.017,0.084
2072.077,0.085
2072.137,0.085
2072.198,0.085
2072.258,0.085
2072.318,0.086
2072.378,0.086
2072.439,0.087
2072.499,0.089
2072.559,0.092
2072.620,0.096
2072.680,0.103
2072.740,0.115
2072.800,0.133
2072.861,0.158
2072.921,0.191
2072.981,0.230
2073.042,0.273
2073.102,0.313
2073.162,0.343
2073.222,0.357
2073.282,0.350
2073.343,0.326
2073.403,0.290
2073.463,0.249
2073.523,0.210
2073.584,0.176
2073.644,0.148
2073.704,0.127
2073.765,0.111
2073.825,0.100
2073.885,0.094
2073.945,0.090
2074.006,0.088
2074.066,0.086
2074.126,0.086
2074.187,0.085
2074.247,0.085
2074.307,0.084
2074.367,0.084
2074.427,0.084
2074.488,0.084
2074.548,0.084
2074.608,0.084
2074.668,0.084
2074.729,0.084
2074.789,0.083
2074.849,0.083
2074.910,0.083
2074.970,0.083
2075.030,0.084
2075.090,0.084
2075.151,0.083
2075.211,0.083
2075.271,0.083
2075.332,0.083
2075.392,0.083
2075.452,0.083
2075.512,0.083
2075.573,0.083
2075.633,0.083
2075.693,0.083
2075.753,0.083
2075.813,0.083
2075.874,0.083
2075.934,0.084
2075.994,0.084
2076.055,0.084
2076.115,0.084
2076.175,0.084
2076.235,0.084
2076.296,0.084
2076.356,0.085
2076.416,0.085
2076.477,0.086
2076.537,0.086
2076.597,0.087
2076.657,0.087
2076.718,0.089
2076.778,0.091
2076.838,0.096
2076.898,0.104
2076.958,0.114
2077.019,0.129
2077.079,0.149
2077.139,0.175
2077.200,0.207
2077.260,0.244
2077.320,0.285
2077.380,0.326
2077.441,0.360
2077.501,0.380
2077.561,0.380
2077.622,0.360
2077.682,0.323
2077.742,0.279
2077.802,0.234
2077.863,0.193
2077.923,0.160
2077.983,0.135
2078.043,0.117
2078.104,0.105
2078.164,0.097
2078.224,0.093
2078.284,0.091
2078.345,0.089
2078.405,0.088
2078.465,0.087
2078.525,0.086
2078.586,0.086
2078.646,0.085
2078.706,0.085
2078.767,0.085
2078.827,0.085
2078.887,0.085
2078.947,0.084
2079.008,0.084
2079.068,0.084
2079.128,0.084
2079.188,0.084
2079.249,0.084
2079.309,0.084
2079.369,0.084
2079.429,0.084
2079.490,0.084
2079.550,0.084
2079.610,0.084
2079.670,0.084
2079.731,0.084
2079.791,0.084
2079.851,0.084
2079.912,0.084
2079.972,0.084
2080.032,0.084
2080.092,0.084
2080.153,0.084
2080.213,0.084
2080.273,0.085
2080.333,0.085
2080.394,0.085
2080.454,0.085
2080.514,0.086
2080.574,0.088
2080.635,0.091
2080.695,0.096
2080.755,0.103
2080.815,0.111
2080.876,0.120
2080.936,0.129
2080.996,0.136
2081.057,0.140
2081.117,0.141
2081.177,0.139
2081.237,0.135
2081.298,0.130
2081.358,0.128
2081.418,0.131
2081.479,0.141
2081.539,0.160
2081.599,0.189
2081.659,0.227
2081.719,0.272
2081.780,0.318
2081.840,0.357
2081.900,0.379
2081.960,0.377
2082.021,0.352
2082.081,0.311
2082.141,0.264
2082.202,0.219
2082.262,0.180
2082.322,0.150
2082.382,0.128
2082.443,0.113
2082.503,0.103
2082.563,0.098
2082.624,0.094
2082.684,0.092
2082.744,0.090
2082.804,0.089
2082.865,0.088
2082.925,0.087
2082.985,0.087
2083.045,0.087
2083.105,0.086
2083.166,0.086
2083.226,0.085
2083.286,0.085
2083.347,0.085
2083.407,0.085
2083.467,0.085
2083.527,0.085
2083.588,0.085
2083.648,0.085
2083.708,0.085
2083.769,0.085
2083.829,0.084
2083.889,0.084
2083.949,0.084
2084.010,0.085
2084.070,0.085
2084.130,0.085
2084.190,0.085
2084.250,0.085
2084.311,0.086
2084.371,0.088
2084.431,0.091
2084.492,0.096
2084.552,0.102
2084.612,0.109
2084.672,0.116
2084.733,0.122
2084.793,0.126
2084.853,0.127
2084.914,0.126
2084.974,0.122
2085.034,0.117
2085.094,0.111
2085.155,0.105
2085.215,0.100
2085.275,0.097
2085.335,0.095
2085.396,0.095
2085.456,0.096
2085.516,0.097
2085.576,0.100
2085.637,0.105
2085.697,0.114
2085.757,0.127
2085.817,0.147
2085.878,0.176
2085.938,0.214
2085.998,0.261
2086.059,0.312
2086.119,0.363
2086.179,0.401
2086.239,0.418
2086.300,0.407
2086.360,0.372
2086.420,0.323
2086.480,0.271
2086.541,0.223
2086.601,0.183
2086.661,0.152
2086.721,0.130
2086.782,0.115
2086.842,0.106
2086.902,0.100
2086.962,0.096
2087.023,0.094
2087.083,0.092
2087.143,0.090
2087.204,0.089
2087.264,0.089
2087.324,0.088
2087.384,0.088
2087.445,0.087
2087.505,0.087
2087.565,0.086
2087.625,0.086
2087.686,0.086
2087.746,0.086
2087.806,0.086
2087.866,0.086
2087.927,0.086
2087.987,0.086
2088.047,0.087
2088.107,0.088
2088.168,0.090
2088.228,0.093
2088.288,0.097
2088.349,0.102
2088.409,0.107
2088.469,0.111
2088.529,0.114
2088.590,0.115
2088.650,0.114
2088.710,0.111
2088.771,0.107
2088.831,0.102
2088.891,0.098
2088.951,0.094
2089.011,0.091
2089.072,0.090
2089.132,0.090
2089.192,0.090
2089.253,0.091
2089.313,0.091
2089.373,0.092
2089.433,0.092
2089.494,0.092
2089.554,0.092
2089.614,0.092
2089.674,0.093
2089.735,0.095
2089.795,0.098
2089.855,0.102
2089.916,0.108
2089.976,0.117
2090.036,0.132
2090.096,0.155
2090.156,0.186
2090.217,0.227
2090.277,0.277
2090.337,0.333
2090.398,0.389
2090.458,0.433
2090.518,0.455
2090.578,0.446
2090.639,0.410
2090.699,0.358
2090.759,0.300
2090.819,0.247
2090.880,0.202
2090.940,0.167
2091.000,0.141
2091.061,0.124
2091.121,0.112
2091.181,0.105
2091.241,0.100
2091.302,0.097
2091.362,0.094
2091.422,0.092
2091.482,0.091
2091.543,0.090
2091.603,0.090
2091.663,0.089
2091.723,0.089
2091.784,0.088
2091.844,0.088
2091.904,0.089
2091.964,0.091
2092.025,0.093
2092.085,0.096
2092.145,0.099
2092.206,0.101
2092.266,0.102
2092.326,0.102
2092.386,0.101
2092.447,0.099
2092.507,0.097
2092.567,0.094
2092.627,0.091
2092.688,0.089
2092.748,0.088
2092.808,0.087
2092.868,0.087
2092.929,0.087
2092.989,0.088
2093.049,0.089
2093.109,0.089
2093.170,0.090
2093.230,0.090
2093.290,0.090
2093.351,0.090
2093.411,0.090
2093.471,0.090
