# wavenumber, absorbance
6.651448571428571768e+02,1.476776100000000078e-02
6.652050000000000409e+02,1.474105800000000133e-02
6.652652857142857101e+02,1.511505500000000050e-02
6.653255714285714930e+02,1.509838200000000047e-02
6.653858571428571622e+02,1.437810300000000145e-02
6.654461428571428314e+02,1.445006700000000047e-02
6.655064285714285006e+02,1.494663800000000167e-02
6.655667142857142835e+02,1.454835600000000013e-02
6.656269999999999527e+02,1.345719000000000082e-02
6.656872857142856219e+02,1.363826300000000116e-02
6.657475714285714048e+02,1.471747600000000017e-02
6.658078571428570740e+02,1.476368200000000019e-02
6.658681428571428569e+02,1.489670900000000103e-02
6.659284285714285261e+02,1.581920499999999938e-02
6.659887142857143090e+02,1.556265500000000163e-02
6.660489999999999782e+02,1.388023100000000155e-02
6.661092857142856474e+02,1.340353600000000062e-02
6.661695714285714303e+02,1.471562500000000127e-02
6.662298571428570995e+02,1.536244800000000077e-02
6.662901428571428823e+02,1.531957600000000141e-02
6.663504285714285515e+02,1.548848100000000012e-02
6.664107142857143344e+02,1.533299700000000099e-02
6.664710000000000036e+02,1.439300200000000023e-02
6.665311428571428678e+02,1.306556400000000000e-02
6.665912857142857320e+02,1.320442400000000106e-02
6.666514285714285961e+02,1.450463900000000146e-02
6.667115714285714603e+02,1.522094100000000172e-02
6.667717142857143244e+02,1.515176500000000107e-02
6.668318571428571886e+02,1.486132200000000146e-02
6.668920000000000528e+02,1.507680400000000094e-02
6.669522857142857220e+02,1.445325300000000097e-02
6.670125714285715048e+02,1.401028400000000132e-02
6.670728571428571740e+02,1.513073400000000159e-02
6.671331428571428432e+02,1.596847000000000197e-02
6.671934285714285124e+02,1.523494200000000132e-02
6.672537142857142953e+02,1.462538500000000116e-02
6.673139999999999645e+02,1.517664200000000060e-02
6.673742857142856337e+02,1.610000800000000246e-02
6.674345714285714166e+02,1.566892500000000021e-02
6.674948571428570858e+02,1.395177100000000170e-02
6.675551428571428687e+02,1.359887600000000106e-02
6.676154285714285379e+02,1.401329500000000026e-02
6.676757142857143208e+02,1.327448500000000080e-02
6.677359999999999900e+02,1.319127300000000162e-02
6.677961428571428542e+02,1.398167700000000138e-02
6.678562857142857183e+02,1.362844900000000081e-02
6.679164285714285825e+02,1.279480200000000095e-02
6.679765714285714466e+02,1.338221200000000097e-02
6.680367142857143108e+02,1.405870800000000136e-02
6.680968571428571749e+02,1.413476100000000089e-02
6.681570000000000391e+02,1.403249300000000005e-02
6.682172857142857083e+02,1.473605400000000017e-02
6.682775714285714912e+02,1.546478900000000135e-02
6.683378571428571604e+02,1.483985900000000038e-02
6.683981428571428296e+02,1.353153100000000116e-02
6.684584285714284988e+02,1.424773500000000095e-02
6.685187142857142817e+02,1.441622400000000005e-02
6.685789999999999509e+02,1.413674700000000159e-02
6.686392857142856201e+02,1.447949300000000127e-02
6.686995714285714030e+02,1.461328800000000032e-02
6.687598571428570722e+02,1.433091000000000052e-02
6.688201428571428551e+02,1.344768900000000052e-02
6.688804285714285243e+02,1.413133800000000023e-02
6.689407142857143072e+02,1.474537700000000048e-02
6.690009999999999764e+02,1.472885500000000077e-02
6.690611428571428405e+02,1.473783600000000069e-02
6.691212857142857047e+02,1.480235200000000126e-02
6.691814285714285688e+02,1.523864800000000047e-02
6.692415714285714330e+02,1.499506400000000066e-02
6.693017142857142971e+02,1.393076300000000052e-02
6.693618571428571613e+02,1.460427600000000110e-02
6.694220000000000255e+02,1.562784400000000185e-02
6.694822857142856947e+02,1.486536800000000033e-02
6.695425714285714776e+02,1.421938700000000173e-02
6.696028571428571468e+02,1.465873000000000176e-02
6.696631428571429296e+02,1.435587600000000005e-02
6.697234285714285988e+02,1.333505900000000154e-02
6.697837142857143817e+02,1.343466800000000030e-02
6.698440000000000509e+02,1.506671900000000099e-02
6.699042857142857201e+02,1.563632700000000195e-02
6.699645714285715030e+02,1.508373300000000021e-02
6.700248571428571722e+02,1.503251900000000113e-02
6.700851428571428414e+02,1.522152400000000017e-02
6.701454285714285106e+02,1.448932500000000081e-02
6.702057142857142935e+02,1.396333600000000154e-02
6.702659999999999627e+02,1.464231400000000176e-02
6.703261428571428269e+02,1.545823200000000057e-02
6.703862857142856910e+02,1.536128100000000093e-02
6.704464285714285552e+02,1.510105700000000106e-02
6.705065714285714193e+02,1.489972600000000029e-02
6.705667142857142835e+02,1.447092800000000096e-02
6.706268571428571477e+02,1.374546400000000064e-02
6.706870000000000118e+02,1.385864500000000103e-02
6.707472857142856810e+02,1.482977900000000127e-02
6.708075714285714639e+02,1.528799900000000177e-02
6.708678571428571331e+02,1.446856500000000094e-02
6.709281428571429160e+02,1.415218400000000168e-02
6.709884285714285852e+02,1.511354600000000027e-02
6.710487142857143681e+02,1.520464100000000138e-02
6.711090000000000373e+02,1.429519300000000118e-02
6.711692857142857065e+02,1.423595800000000168e-02
6.712295714285714894e+02,1.503063300000000158e-02
6.712898571428571586e+02,1.519870500000000159e-02
6.713501428571428278e+02,1.455260400000000023e-02
6.714104285714284970e+02,1.466239700000000062e-02
6.714707142857142799e+02,1.518360700000000174e-02
6.715309999999999491e+02,1.493281800000000048e-02
6.715912857142856183e+02,1.438166500000000007e-02
6.716515714285714012e+02,1.468837600000000125e-02
6.717118571428570704e+02,1.480718500000000049e-02
6.717721428571428532e+02,1.390407700000000080e-02
6.718324285714285224e+02,1.387595600000000005e-02
6.718927142857143053e+02,1.466147200000000005e-02
6.719529999999999745e+02,1.473399700000000041e-02
6.720131428571428387e+02,1.442239000000000021e-02
6.720732857142857029e+02,1.476419600000000026e-02
6.721334285714285670e+02,1.547852300000000098e-02
6.721935714285714312e+02,1.574601600000000157e-02
6.722537142857142953e+02,1.536049100000000042e-02
6.723138571428571595e+02,1.517599000000000031e-02
6.723740000000000236e+02,1.543134800000000098e-02
6.724342857142856928e+02,1.523130500000000054e-02
6.724945714285714757e+02,1.428748900000000044e-02
6.725548571428571449e+02,1.403755800000000033e-02
6.726151428571429278e+02,1.511265300000000020e-02
6.726754285714285970e+02,1.530780300000000177e-02
6.727357142857143799e+02,1.481949400000000076e-02
6.727960000000000491e+02,1.485782500000000159e-02
6.728562857142857183e+02,1.527536900000000045e-02
6.729165714285715012e+02,1.429577500000000015e-02
6.729768571428571704e+02,1.389836300000000038e-02
6.730371428571428396e+02,1.504733700000000091e-02
6.730974285714285088e+02,1.580370600000000070e-02
6.731577142857142917e+02,1.546094400000000077e-02
6.732179999999999609e+02,1.511745600000000134e-02
6.732781428571428251e+02,1.508013200000000130e-02
6.733382857142856892e+02,1.478589600000000150e-02
6.733984285714285534e+02,1.442989100000000025e-02
6.734585714285714175e+02,1.484733300000000075e-02
6.735187142857142817e+02,1.561341700000000096e-02
6.735788571428571458e+02,1.577274700000000016e-02
6.736390000000000100e+02,1.534782500000000070e-02
6.736992857142856792e+02,1.510912000000000019e-02
6.737595714285714621e+02,1.494907200000000075e-02
6.738198571428571313e+02,1.419518100000000116e-02
6.738801428571429142e+02,1.391885600000000028e-02
6.739404285714285834e+02,1.523030900000000090e-02
6.740007142857143663e+02,1.597056500000000254e-02
6.740610000000000355e+02,1.511800600000000154e-02
6.741212857142857047e+02,1.473828100000000065e-02
6.741815714285714876e+02,1.547042100000000156e-02
6.742418571428571568e+02,1.568410900000000163e-02
6.743021428571428260e+02,1.501869600000000152e-02
6.743624285714284952e+02,1.492571800000000101e-02
6.744227142857142780e+02,1.568939899999999971e-02
6.744829999999999472e+02,1.503437100000000123e-02
6.745431428571428114e+02,1.404566900000000021e-02
6.746032857142856756e+02,1.457556200000000024e-02
6.746634285714285397e+02,1.511900000000000049e-02
6.747235714285714039e+02,1.489461700000000062e-02
6.747837142857142680e+02,1.466400800000000094e-02
6.748438571428571322e+02,1.488556400000000043e-02
6.749039999999999964e+02,1.479199800000000065e-02
6.749642857142856656e+02,1.463124500000000106e-02
6.750245714285714485e+02,1.466064900000000129e-02
6.750848571428571177e+02,1.511104100000000040e-02
6.751451428571429005e+02,1.554964000000000172e-02
6.752054285714285697e+02,1.479079900000000031e-02
6.752657142857143526e+02,1.437197300000000143e-02
6.753260000000000218e+02,1.500566200000000121e-02
6.753862857142856910e+02,1.551038900000000116e-02
6.754465714285714739e+02,1.527409900000000105e-02
6.755068571428571431e+02,1.517369000000000009e-02
6.755671428571429260e+02,1.528844500000000120e-02
6.756274285714285952e+02,1.529918800000000176e-02
6.756877142857143781e+02,1.498220200000000175e-02
6.757480000000000473e+02,1.486488800000000145e-02
6.758081428571429115e+02,1.536807800000000029e-02
6.758682857142857756e+02,1.511344200000000124e-02
6.759284285714286398e+02,1.423054700000000138e-02
6.759885714285713902e+02,1.497541200000000045e-02
6.760487142857142544e+02,1.509800500000000115e-02
6.761088571428571186e+02,1.405658700000000060e-02
6.761689999999999827e+02,1.367970400000000086e-02
6.762292857142856519e+02,1.465571400000000024e-02
6.762895714285714348e+02,1.600893000000000108e-02
6.763498571428571040e+02,1.621132700000000107e-02
6.764101428571428869e+02,1.561262700000000045e-02
6.764704285714285561e+02,1.526692700000000132e-02
6.765307142857143390e+02,1.470020000000000007e-02
6.765910000000000082e+02,1.417696800000000160e-02
6.766512857142856774e+02,1.410761800000000059e-02
6.767115714285714603e+02,1.506483200000000022e-02
6.767718571428571295e+02,1.566037200000000226e-02
6.768321428571429124e+02,1.517293600000000145e-02
6.768924285714285816e+02,1.467915600000000050e-02
6.769527142857143645e+02,1.486811100000000156e-02
6.770130000000000337e+02,1.477098400000000089e-02
6.770732857142857029e+02,1.435306800000000008e-02
6.771335714285714857e+02,1.498381400000000155e-02
6.771938571428571549e+02,1.600319000000000047e-02
6.772541428571428241e+02,1.567098700000000081e-02
6.773144285714284933e+02,1.535863800000000085e-02
6.773747142857142762e+02,1.549830200000000026e-02
6.774349999999999454e+02,1.520752300000000057e-02
6.774951428571428096e+02,1.440403100000000117e-02
6.775552857142856737e+02,1.512606800000000119e-02
6.776154285714285379e+02,1.597280100000000175e-02
6.776755714285714021e+02,1.494533500000000056e-02
6.777357142857142662e+02,1.373093000000000057e-02
6.777958571428571304e+02,1.384776700000000041e-02
6.778559999999999945e+02,1.504270600000000117e-02
6.779162857142856637e+02,1.534432500000000067e-02
6.779765714285714466e+02,1.512737200000000178e-02
6.780368571428571158e+02,1.529452000000000068e-02
6.780971428571428987e+02,1.522317200000000009e-02
6.781574285714285679e+02,1.471257400000000083e-02
6.782177142857143508e+02,1.444876600000000004e-02
6.782780000000000200e+02,1.465300700000000088e-02
6.783382857142856892e+02,1.514294800000000156e-02
6.783985714285714721e+02,1.528192500000000176e-02
6.784588571428571413e+02,1.507186400000000079e-02
6.785191428571429242e+02,1.518312700000000112e-02
6.785794285714285934e+02,1.479079900000000031e-02
6.786397142857143763e+02,1.414112700000000160e-02
6.787000000000000455e+02,1.451303300000000157e-02
6.787601428571429096e+02,1.507296100000000104e-02
6.788202857142857738e+02,1.516356900000000174e-02
6.788804285714286380e+02,1.465927900000000075e-02
6.789405714285713884e+02,1.446178300000000062e-02
6.790007142857142526e+02,1.486337900000000121e-02
6.790608571428571167e+02,1.429495400000000034e-02
6.791209999999999809e+02,1.417806500000000011e-02
6.791812857142856501e+02,1.482655600000000115e-02
6.792415714285714330e+02,1.447521100000000172e-02
6.793018571428571022e+02,1.435138900000000085e-02
6.793621428571428851e+02,1.434563600000000015e-02
6.794224285714285543e+02,1.463604300000000136e-02
6.794827142857143372e+02,1.511337400000000060e-02
6.795430000000000064e+02,1.521919100000000170e-02
6.796032857142856756e+02,1.493768700000000157e-02
6.796635714285714585e+02,1.502545300000000111e-02
6.797238571428571277e+02,1.466287700000000124e-02
6.797841428571429105e+02,1.401220000000000070e-02
6.798444285714285797e+02,1.419590000000000088e-02
6.799047142857143626e+02,1.507124700000000116e-02
6.799650000000000318e+02,1.549916100000000088e-02
6.800251428571428960e+02,1.528659200000000162e-02
6.800852857142857602e+02,1.505659900000000037e-02
6.801454285714286243e+02,1.487387200000000152e-02
6.802055714285713748e+02,1.436382200000000005e-02
6.802657142857142389e+02,1.400296000000000006e-02
6.803258571428571031e+02,1.481712800000000059e-02
6.803859999999999673e+02,1.584226300000000226e-02
6.804462857142856365e+02,1.543574300000000177e-02
6.805065714285714193e+02,1.431734900000000005e-02
6.805668571428570885e+02,1.430632300000000100e-02
6.806271428571428714e+02,1.430108300000000089e-02
6.806874285714285406e+02,1.423667700000000140e-02
6.807477142857143235e+02,1.465430900000000078e-02
6.808079999999999927e+02,1.489561100000000131e-02
6.808682857142856619e+02,1.482220200000000133e-02
6.809285714285714448e+02,1.442136200000000007e-02
6.809888571428571140e+02,1.416851300000000063e-02
6.810491428571428969e+02,1.429128900000000042e-02
6.811094285714285661e+02,1.467905400000000041e-02
6.811697142857143490e+02,1.480756200000000154e-02
6.812300000000000182e+02,1.483499000000000102e-02
6.812901428571428823e+02,1.499554400000000128e-02
6.813502857142857465e+02,1.443948200000000175e-02
6.814104285714286107e+02,1.371482300000000099e-02
6.814705714285713611e+02,1.463319800000000177e-02
6.815307142857142253e+02,1.565985800000000219e-02
6.815908571428570895e+02,1.556135100000000104e-02
6.816509999999999536e+02,1.480804300000000163e-02
6.817112857142856228e+02,1.445472500000000160e-02
6.817715714285714057e+02,1.442941200000000083e-02
6.818318571428570749e+02,1.367023200000000091e-02
6.818921428571428578e+02,1.331742900000000042e-02
6.819524285714285270e+02,1.403711400000000158e-02
6.820127142857143099e+02,1.491882600000000135e-02
6.820729999999999791e+02,1.473985800000000151e-02
6.821332857142856483e+02,1.416166700000000105e-02
6.821935714285714312e+02,1.424561300000000072e-02
6.822538571428571004e+02,1.444033900000000169e-02
6.823141428571428833e+02,1.508150300000000131e-02
6.823744285714285525e+02,1.538537900000000111e-02
6.824347142857143353e+02,1.514260500000000169e-02
6.824950000000000045e+02,1.500840600000000018e-02
6.825552857142856737e+02,1.468265200000000090e-02
6.826155714285714566e+02,1.470191400000000169e-02
6.826758571428571258e+02,1.480451100000000110e-02
6.827361428571429087e+02,1.467956800000000048e-02
6.827964285714285779e+02,1.416546700000000103e-02
6.828567142857143608e+02,1.433156100000000134e-02
6.829170000000000300e+02,1.458680100000000167e-02
6.829771428571428942e+02,1.417241600000000018e-02
6.830372857142857583e+02,1.411576400000000113e-02
6.830974285714286225e+02,1.489002200000000102e-02
6.831575714285713730e+02,1.554689300000000086e-02
6.832177142857142371e+02,1.527125100000000131e-02
6.832778571428571013e+02,1.479254700000000138e-02
6.833379999999999654e+02,1.473111800000000138e-02
6.833982857142856346e+02,1.408143300000000084e-02
6.834585714285714175e+02,1.368709000000000071e-02
6.835188571428570867e+02,1.441307300000000020e-02
6.835791428571428696e+02,1.525676800000000041e-02
6.836394285714285388e+02,1.508651200000000157e-02
6.836997142857143217e+02,1.422743200000000166e-02
6.837599999999999909e+02,1.425430900000000146e-02
6.838202857142856601e+02,1.452334500000000174e-02
6.838805714285714430e+02,1.426297200000000050e-02
6.839408571428571122e+02,1.460400200000000134e-02
6.840011428571428951e+02,1.461904600000000012e-02
6.840614285714285643e+02,1.467888200000000073e-02
6.841217142857143472e+02,1.422072100000000040e-02
6.841820000000000164e+02,1.385248800000000134e-02
6.842421428571428805e+02,1.422996500000000067e-02
6.843022857142857447e+02,1.447795100000000106e-02
6.843624285714286088e+02,1.435854800000000049e-02
6.844225714285713593e+02,1.432234900000000158e-02
6.844827142857142235e+02,1.476467700000000036e-02
6.845428571428570876e+02,1.482213300000000122e-02
6.846029999999999518e+02,1.419559200000000167e-02
6.846632857142856210e+02,1.409841000000000046e-02
6.847235714285714039e+02,1.480567700000000146e-02
6.847838571428570731e+02,1.520258200000000094e-02
6.848441428571428560e+02,1.487870600000000022e-02
6.849044285714285252e+02,1.454037200000000106e-02
6.849647142857143081e+02,1.428125700000000033e-02
