Energy(1/cm),Absorbance
9.560374e+002,1.120075e-004
9.560525e+002,1.642433e-004
9.560676e+002,2.234140e-004
9.560826e+002,2.811007e-004
9.560977e+002,3.313011e-004
9.561127e+002,3.702319e-004
9.561278e+002,3.969615e-004
9.561429e+002,4.123168e-004
9.561580e+002,4.186184e-004
9.561730e+002,4.188173e-004
9.561880e+002,4.161641e-004
9.562031e+002,4.143399e-004
9.562182e+002,4.175239e-004
9.562333e+002,4.289662e-004
9.562484e+002,4.509232e-004
9.562634e+002,4.827993e-004
9.562784e+002,5.201513e-004
9.562935e+002,5.546202e-004
9.563086e+002,5.750905e-004
9.563237e+002,5.707442e-004
9.563387e+002,5.337196e-004
9.563538e+002,4.624992e-004
9.563688e+002,3.630357e-004
9.563839e+002,2.478802e-004
9.563990e+002,1.334513e-004
9.564141e+002,3.571996e-005
9.564291e+002,-3.319904e-005
9.564442e+002,-6.791947e-005
9.564592e+002,-6.881395e-005
9.564743e+002,-4.124992e-005
9.564894e+002,7.554627e-006
9.565045e+002,7.094577e-005
9.565195e+002,1.435935e-004
9.565346e+002,2.210603e-004
9.565497e+002,2.988393e-004
9.565647e+002,3.701987e-004
9.565798e+002,4.263461e-004
9.565948e+002,4.579218e-004
9.566099e+002,4.576896e-004
9.566250e+002,4.233943e-004
9.566401e+002,3.596864e-004
9.566551e+002,2.779510e-004
9.566702e+002,1.940100e-004
9.566852e+002,1.239721e-004
9.567003e+002,8.035748e-005
9.567154e+002,6.852660e-005
9.567305e+002,8.552738e-005
9.567455e+002,1.212544e-004
9.567606e+002,1.610281e-004
9.567756e+002,1.902642e-004
9.567907e+002,1.976895e-004
9.568058e+002,1.783640e-004
9.568209e+002,1.348433e-004
9.568359e+002,7.591672e-005
9.568510e+002,1.474490e-005
9.568660e+002,-3.386167e-005
9.568811e+002,-5.721872e-005
9.568962e+002,-4.612013e-005
9.569113e+002,2.153718e-006
9.569263e+002,8.509655e-005
9.569413e+002,1.947061e-004
9.569564e+002,3.196623e-004
9.569715e+002,4.464123e-004
9.569866e+002,5.613882e-004
9.570016e+002,6.519374e-004
9.570167e+002,7.081545e-004
9.570318e+002,7.226247e-004
9.570468e+002,6.926227e-004
9.570619e+002,6.200158e-004
9.570770e+002,5.125214e-004
9.570920e+002,3.821041e-004
9.571071e+002,2.444986e-004
9.571222e+002,1.159846e-004
9.571372e+002,1.020540e-005
9.571523e+002,-6.470596e-005
9.571674e+002,-1.076060e-004
9.571824e+002,-1.244336e-004
9.571975e+002,-1.255267e-004
9.572126e+002,-1.223799e-004
9.572276e+002,-1.237049e-004
9.572427e+002,-1.329134e-004
9.572578e+002,-1.477858e-004
9.572728e+002,-1.605710e-004
9.572879e+002,-1.625252e-004
9.573030e+002,-1.456991e-004
9.573181e+002,-1.060160e-004
9.573331e+002,-4.419856e-005
9.573481e+002,3.492468e-005
9.573632e+002,1.246681e-004
9.573783e+002,2.176126e-004
9.573934e+002,3.083886e-004
9.574084e+002,3.931476e-004
9.574235e+002,4.697633e-004
9.574385e+002,5.369376e-004
9.574536e+002,5.923766e-004
9.574687e+002,6.324921e-004
9.574838e+002,6.528334e-004
9.574988e+002,6.483204e-004
9.575139e+002,6.158681e-004
9.575289e+002,5.547861e-004
9.575440e+002,4.691994e-004
9.575591e+002,3.669488e-004
9.575742e+002,2.589866e-004
9.575892e+002,1.583765e-004
9.576043e+002,7.684463e-005
9.576193e+002,2.372462e-005
9.576344e+002,4.075506e-006
9.576495e+002,1.842292e-005
9.576646e+002,6.242902e-005
9.576796e+002,1.297723e-004
9.576947e+002,2.115129e-004
9.577098e+002,2.998008e-004
9.577248e+002,3.869128e-004
9.577399e+002,4.669770e-004
9.577549e+002,5.349139e-004
9.577700e+002,5.876319e-004
9.577851e+002,6.234003e-004
9.578002e+002,6.426129e-004
9.578152e+002,6.476899e-004
9.578303e+002,6.425133e-004
9.578453e+002,6.321272e-004
9.578604e+002,6.211771e-004
9.578755e+002,6.119860e-004
9.578906e+002,6.036909e-004
9.579056e+002,5.914807e-004
9.579207e+002,5.676919e-004
9.579357e+002,5.236345e-004
9.579508e+002,4.517524e-004
9.579659e+002,3.493401e-004
9.579810e+002,2.193033e-004
9.579960e+002,7.101205e-005
9.580110e+002,-8.077328e-005
9.580261e+002,-2.183316e-004
9.580412e+002,-3.243936e-004
9.580563e+002,-3.856746e-004
9.580714e+002,-3.940500e-004
9.580864e+002,-3.486951e-004
9.581014e+002,-2.554214e-004
9.581165e+002,-1.258911e-004
9.581316e+002,2.524887e-005
9.581467e+002,1.821097e-004
9.581617e+002,3.299415e-004
9.581768e+002,4.560644e-004
9.581918e+002,5.517339e-004
9.582069e+002,6.123841e-004
9.582220e+002,6.379009e-004
9.582371e+002,6.324258e-004
9.582521e+002,6.037572e-004
9.582672e+002,5.628812e-004
9.582823e+002,5.211797e-004
9.582973e+002,4.885379e-004
9.583124e+002,4.710238e-004
9.583275e+002,4.689341e-004
9.583425e+002,4.757339e-004
9.583576e+002,4.801788e-004
9.583727e+002,4.687019e-004
9.583877e+002,4.288667e-004
9.584028e+002,3.536510e-004
9.584178e+002,2.435372e-004
9.584329e+002,1.074670e-004
9.584480e+002,-3.876509e-005
9.584631e+002,-1.758730e-004
9.584781e+002,-2.849586e-004
9.584932e+002,-3.512444e-004
9.585082e+002,-3.655796e-004
9.585233e+002,-3.266119e-004
9.585384e+002,-2.395924e-004
9.585535e+002,-1.150262e-004
9.585685e+002,3.316844e-005
9.585836e+002,1.897007e-004
9.585986e+002,3.397236e-004
9.586137e+002,4.704599e-004
9.586288e+002,5.727349e-004
9.586439e+002,6.423806e-004
9.586589e+002,6.794145e-004
9.586740e+002,6.892044e-004
9.586890e+002,6.792486e-004
9.587041e+002,6.586074e-004
9.587192e+002,6.344167e-004
9.587343e+002,6.110901e-004
9.587493e+002,5.884614e-004
9.587644e+002,5.629475e-004
9.587794e+002,5.279804e-004
9.587945e+002,4.763973e-004
9.588096e+002,4.025331e-004
9.588246e+002,3.041113e-004
9.588397e+002,1.830710e-004
9.588548e+002,4.645641e-005
9.588698e+002,-9.481927e-005
9.588849e+002,-2.272732e-004
9.589000e+002,-3.369087e-004
9.589150e+002,-4.112306e-004
9.589301e+002,-4.419157e-004
9.589452e+002,-4.256300e-004
9.589603e+002,-3.639574e-004
9.589753e+002,-2.634020e-004
9.589904e+002,-1.328140e-004
9.590054e+002,1.815783e-005
9.590205e+002,1.804855e-004
9.590356e+002,3.466209e-004
9.590507e+002,5.094363e-004
9.590657e+002,6.620254e-004
9.590807e+002,7.959791e-004
9.590958e+002,9.015846e-004
9.591109e+002,9.694899e-004
9.591260e+002,9.922381e-004
9.591411e+002,9.667336e-004
9.591561e+002,8.960398e-004
9.591711e+002,7.894398e-004
9.591862e+002,6.605321e-004
9.592013e+002,5.247625e-004
9.592164e+002,3.953696e-004
9.592314e+002,2.815981e-004
9.592465e+002,1.871814e-004
9.592615e+002,1.102509e-004
9.592766e+002,4.692033e-005
9.592917e+002,-8.084630e-006
9.593068e+002,-5.778192e-005
9.593218e+002,-1.028028e-004
9.593369e+002,-1.410618e-004
9.593519e+002,-1.684208e-004
9.593670e+002,-1.807086e-004
9.593821e+002,-1.742832e-004
9.593972e+002,-1.465271e-004
9.594122e+002,-9.607809e-005
9.594273e+002,-2.236490e-005
9.594424e+002,7.419345e-005
9.594574e+002,1.923857e-004
9.594725e+002,3.294110e-004
9.594875e+002,4.799134e-004
9.595026e+002,6.352463e-004
9.595177e+002,7.834648e-004
9.595328e+002,9.106491e-004
9.595478e+002,1.001836e-003
9.595629e+002,1.044447e-003
9.595779e+002,1.030564e-003
9.595930e+002,9.595608e-004
9.596081e+002,8.382713e-004
9.596232e+002,6.810738e-004
9.596382e+002,5.067493e-004
9.596533e+002,3.357776e-004
9.596683e+002,1.862532e-004
9.596834e+002,7.071380e-005
9.596985e+002,-4.870677e-006
9.597136e+002,-4.224385e-005
9.597286e+002,-4.880370e-005
9.597437e+002,-3.488874e-005
9.597587e+002,-1.212689e-005
9.597738e+002,1.010600e-005
9.597889e+002,2.604414e-005
9.598040e+002,3.402999e-005
9.598190e+002,3.668093e-005
9.598340e+002,3.969640e-005
9.598491e+002,5.069804e-005
9.598642e+002,7.757371e-005
9.598793e+002,1.262590e-004
9.598943e+002,1.999768e-004
9.599094e+002,2.977783e-004
9.599245e+002,4.137761e-004
9.599395e+002,5.384636e-004
9.599546e+002,6.589725e-004
9.599697e+002,7.615906e-004
9.599847e+002,8.329929e-004
9.599998e+002,8.630710e-004
9.600149e+002,8.460730e-004
9.600299e+002,7.822035e-004
9.600450e+002,6.776889e-004
9.600601e+002,5.438712e-004
9.600751e+002,3.962650e-004
9.600902e+002,2.521901e-004
9.601053e+002,1.277174e-004
9.601203e+002,3.505723e-005
9.601354e+002,-1.895226e-005
9.601505e+002,-3.422612e-005
9.601655e+002,-1.709683e-005
9.601806e+002,2.263114e-005
9.601957e+002,7.319926e-005
9.602108e+002,1.246019e-004
9.602258e+002,1.700109e-004
9.602408e+002,2.067725e-004
9.602559e+002,2.362105e-004
9.602710e+002,2.615394e-004
9.602861e+002,2.870688e-004
9.603011e+002,3.162801e-004
9.603162e+002,3.515287e-004
9.603312e+002,3.931476e-004
9.603463e+002,4.403426e-004
9.603614e+002,4.909594e-004
9.603765e+002,5.413167e-004
9.603915e+002,5.867361e-004
9.604066e+002,6.213099e-004
9.604216e+002,6.392614e-004
9.604367e+002,6.362086e-004
9.604518e+002,6.095638e-004
9.604669e+002,5.605588e-004
9.604819e+002,4.935136e-004
9.604970e+002,4.149369e-004
9.605120e+002,3.331248e-004
9.605271e+002,2.554060e-004
9.605422e+002,1.878775e-004
9.605573e+002,1.348765e-004
9.605723e+002,9.934721e-005
9.605874e+002,8.280986e-005
9.606025e+002,8.622333e-005
9.606175e+002,1.089584e-004
9.606326e+002,1.488968e-004
9.606476e+002,2.017337e-004
9.606627e+002,2.613074e-004
9.606778e+002,3.199276e-004
9.606929e+002,3.709614e-004
9.607079e+002,4.089671e-004
9.607230e+002,4.315201e-004
9.607380e+002,4.393476e-004
9.607531e+002,4.350358e-004
9.607682e+002,4.227310e-004
9.607833e+002,4.065793e-004
9.607983e+002,3.904281e-004
9.608134e+002,3.781909e-004
9.608284e+002,3.736808e-004
9.608435e+002,3.802138e-004
9.608586e+002,3.999794e-004
9.608737e+002,4.326809e-004
9.608887e+002,4.743076e-004
9.609037e+002,5.170993e-004
9.609188e+002,5.503736e-004
9.609339e+002,5.635116e-004
9.609490e+002,5.482504e-004
9.609641e+002,5.026028e-004
9.609791e+002,4.312548e-004
9.609941e+002,3.452282e-004
9.610092e+002,2.596828e-004
9.610243e+002,1.898664e-004
9.610394e+002,1.487973e-004
9.610544e+002,1.444222e-004
9.610695e+002,1.784303e-004
9.610845e+002,2.467199e-004
9.610996e+002,3.403868e-004
9.611147e+002,4.473079e-004
9.611298e+002,5.535586e-004
9.611448e+002,6.450021e-004
9.611599e+002,7.091833e-004
9.611750e+002,7.368631e-004
9.611900e+002,7.239523e-004
9.612051e+002,6.727774e-004
9.612202e+002,5.918789e-004
9.612352e+002,4.947410e-004
9.612503e+002,3.973263e-004
9.612654e+002,3.148212e-004
9.612804e+002,2.587214e-004
9.612955e+002,2.347850e-004
9.613105e+002,2.426752e-004
9.613256e+002,2.763264e-004
9.613407e+002,3.262609e-004
9.613558e+002,3.810097e-004
9.613708e+002,4.300608e-004
9.613859e+002,4.649869e-004
9.614009e+002,4.812071e-004
9.614160e+002,4.775915e-004
9.614311e+002,4.579881e-004
9.614462e+002,4.295633e-004
9.614612e+002,4.019362e-004
9.614763e+002,3.852215e-004
9.614913e+002,3.878414e-004
9.615064e+002,4.142736e-004
9.615215e+002,4.638259e-004
9.615366e+002,5.308666e-004
9.615516e+002,6.058807e-004
9.615667e+002,6.766269e-004
9.615817e+002,7.316191e-004
9.615968e+002,7.605617e-004
9.616119e+002,7.572093e-004
9.616270e+002,7.183433e-004
9.616420e+002,6.450684e-004
9.616571e+002,5.423783e-004
9.616721e+002,4.186847e-004
9.616872e+002,2.852120e-004
9.617023e+002,1.551944e-004
9.617173e+002,4.201600e-005
9.617324e+002,-4.343655e-005
9.617475e+002,-9.369296e-005
9.617625e+002,-1.072748e-004
9.617776e+002,-8.773008e-005
9.617927e+002,-4.317151e-005
9.618077e+002,1.709750e-005
9.618228e+002,8.396978e-005
9.618379e+002,1.511507e-004
9.618530e+002,2.155241e-004
9.618680e+002,2.765916e-004
9.618831e+002,3.343186e-004
9.618981e+002,3.883720e-004
9.619132e+002,4.371917e-004
9.619283e+002,4.783876e-004
9.619434e+002,5.103320e-004
9.619584e+002,5.334874e-004
9.619734e+002,5.502741e-004
9.619885e+002,5.657013e-004
9.620036e+002,5.836837e-004
9.620187e+002,6.062125e-004
9.620338e+002,6.305012e-004
9.620488e+002,6.495150e-004
9.620638e+002,6.528997e-004
9.620789e+002,6.311317e-004
9.620940e+002,5.777447e-004
9.621091e+002,4.923858e-004
9.621241e+002,3.821704e-004
9.621392e+002,2.591855e-004
9.621542e+002,1.387875e-004
9.621693e+002,3.562055e-005
9.621844e+002,-3.922893e-005
9.621995e+002,-7.997821e-005
9.622145e+002,-8.597432e-005
9.622296e+002,-6.056480e-005
9.622446e+002,-9.542498e-006
9.622597e+002,6.110347e-005
9.622748e+002,1.450851e-004
9.622899e+002,2.373708e-004
9.623049e+002,3.328927e-004
9.623200e+002,4.263793e-004
9.623351e+002,5.120902e-004
9.623501e+002,5.847454e-004
9.623652e+002,6.398587e-004
9.623802e+002,6.751004e-004
9.623953e+002,6.910297e-004
9.624104e+002,6.912952e-004
9.624255e+002,6.812729e-004
9.624405e+002,6.671690e-004
9.624556e+002,6.539949e-004
9.624706e+002,6.435420e-004
9.624857e+002,6.335540e-004
9.625008e+002,6.177262e-004
9.625159e+002,5.879306e-004
9.625309e+002,5.358428e-004
9.625460e+002,4.562302e-004
9.625610e+002,3.500365e-004
9.625761e+002,2.240107e-004
9.625912e+002,9.096247e-005
9.626063e+002,-3.306651e-005
9.626213e+002,-1.323172e-004
9.626364e+002,-1.941883e-004
9.626514e+002,-2.128340e-004
9.626665e+002,-1.880612e-004
9.626816e+002,-1.252617e-004
9.626967e+002,-3.303338e-005
9.627117e+002,7.929699e-005
9.627267e+002,2.034907e-004
9.627418e+002,3.323290e-004
9.627569e+002,4.592486e-004
9.627720e+002,5.772139e-004
9.627870e+002,6.781534e-004
9.628021e+002,7.541556e-004
9.628172e+002,7.981699e-004
9.628322e+002,8.074978e-004
9.628473e+002,7.846266e-004
9.628624e+002,7.377593e-004
9.628774e+002,6.785849e-004
9.628925e+002,6.198831e-004
9.629076e+002,5.707110e-004
9.629226e+002,5.345489e-004
9.629377e+002,5.074128e-004
9.629528e+002,4.800461e-004
9.629678e+002,4.406080e-004
9.629829e+002,3.787878e-004
9.629980e+002,2.894228e-004
9.630130e+002,1.746515e-004
9.630281e+002,4.400423e-005
9.630432e+002,-8.753131e-005
9.630582e+002,-2.022362e-004
9.630733e+002,-2.831043e-004
9.630884e+002,-3.167784e-004
9.631035e+002,-2.956869e-004
9.631185e+002,-2.192920e-004
9.631335e+002,-9.415673e-005
9.631486e+002,6.756556e-005
9.631637e+002,2.493389e-004
9.631788e+002,4.328800e-004
9.631938e+002,6.005056e-004
9.632089e+002,7.374606e-004
9.632239e+002,8.335240e-004
9.632390e+002,8.838546e-004
9.632541e+002,8.884033e-004
9.632692e+002,8.519492e-004
9.632842e+002,7.824690e-004
9.632993e+002,6.897686e-004
9.633143e+002,5.850440e-004
9.633294e+002,4.791837e-004
9.633445e+002,3.814740e-004
9.633596e+002,2.984746e-004
9.633746e+002,2.330611e-004
9.633897e+002,1.837671e-004
9.634047e+002,1.459468e-004
9.634198e+002,1.123389e-004
9.634349e+002,7.621498e-005
9.634500e+002,3.363235e-005
9.634650e+002,-1.497633e-005
9.634801e+002,-6.543480e-005
9.634952e+002,-1.095273e-004
9.635102e+002,-1.377826e-004
9.635253e+002,-1.422543e-004
9.635403e+002,-1.175105e-004
9.635554e+002,-6.159181e-005
9.635705e+002,2.389030e-005
9.635856e+002,1.353405e-004
9.636006e+002,2.672751e-004
9.636157e+002,4.134113e-004
9.636307e+002,5.666302e-004
9.636458e+002,7.189407e-004
9.636609e+002,8.613114e-004
9.636760e+002,9.841017e-004
9.636910e+002,1.078758e-003
9.637061e+002,1.138685e-003
9.637211e+002,1.160046e-003
9.637362e+002,1.143203e-003
9.637513e+002,1.091646e-003
9.637664e+002,1.011965e-003
9.637814e+002,9.119773e-004
9.637964e+002,8.005600e-004
9.638115e+002,6.855539e-004
9.638266e+002,5.741947e-004
9.638417e+002,4.714218e-004
9.638568e+002,3.805786e-004
9.638718e+002,3.027518e-004
9.638868e+002,2.375366e-004
9.639019e+002,1.834356e-004
9.639170e+002,1.391190e-004
9.639321e+002,1.045173e-004
9.639471e+002,8.055632e-005
9.639622e+002,7.001787e-005
9.639772e+002,7.571788e-005
9.639923e+002,1.004077e-004
9.640074e+002,1.449856e-004
9.640225e+002,2.086289e-004
9.640375e+002,2.888260e-004
9.640526e+002,3.820378e-004
9.640677e+002,4.841925e-004
9.640827e+002,5.906512e-004
9.640978e+002,6.961073e-004
9.641129e+002,7.935559e-004
9.641279e+002,8.747244e-004
9.641430e+002,9.307046e-004
9.641581e+002,9.535835e-004
9.641731e+002,9.396036e-004
9.641882e+002,8.886357e-004
9.642032e+002,8.063692e-004
9.642183e+002,7.025789e-004
9.642334e+002,5.879969e-004
9.642485e+002,4.729145e-004
9.642635e+002,3.645280e-004
9.642786e+002,2.670762e-004
9.642936e+002,1.828721e-004
9.643087e+002,1.136646e-004
9.643238e+002,6.179938e-005
9.643389e+002,3.045125e-005
9.643539e+002,2.229978e-005
9.643690e+002,3.737681e-005
9.643840e+002,7.213879e-005
9.643991e+002,1.194646e-004
9.644142e+002,1.699446e-004
9.644293e+002,2.159551e-004
9.644443e+002,2.530853e-004
9.644594e+002,2.826590e-004
9.644744e+002,3.106433e-004
9.644895e+002,3.453277e-004
9.645046e+002,3.940762e-004
9.645197e+002,4.601110e-004
9.645347e+002,5.406200e-004
9.645498e+002,6.277139e-004
9.645648e+002,7.099134e-004
9.645799e+002,7.748677e-004
9.645950e+002,8.126100e-004
9.646100e+002,8.168923e-004
9.646251e+002,7.857552e-004
9.646402e+002,7.216954e-004
9.646552e+002,6.305344e-004
9.646703e+002,5.211465e-004
9.646854e+002,4.036939e-004
9.647004e+002,2.888592e-004
9.647155e+002,1.869825e-004
9.647306e+002,1.067047e-004
9.647457e+002,5.262004e-005
9.647607e+002,2.657431e-005
9.647758e+002,2.647491e-005
9.647908e+002,4.748367e-005
9.648059e+002,8.367151e-005
9.648210e+002,1.290763e-004
9.648361e+002,1.787949e-004
9.648511e+002,2.289834e-004
9.648661e+002,2.769563e-004
9.648812e+002,3.217181e-004
9.648963e+002,3.627704e-004
9.649114e+002,4.008417e-004
9.649265e+002,4.372912e-004
9.649415e+002,4.741418e-004
9.649565e+002,5.128863e-004
9.649716e+002,5.535254e-004
9.649867e+002,5.935710e-004
9.650018e+002,6.275812e-004
9.650168e+002,6.483868e-004
9.650319e+002,6.484200e-004
9.650469e+002,6.217744e-004
9.650620e+002,5.664311e-004
9.650771e+002,4.848227e-004
9.650922e+002,3.838286e-004
9.651072e+002,2.734419e-004
9.651223e+002,1.645417e-004
9.651373e+002,6.763184e-005
9.651524e+002,-8.681031e-006
9.651675e+002,-5.870955e-005
9.651826e+002,-7.951442e-005
9.651976e+002,-7.040413e-005
9.652127e+002,-3.376227e-005
9.652278e+002,2.574591e-005
9.652428e+002,1.015014e-004
9.652579e+002,1.849273e-004
9.652729e+002,2.670099e-004
9.652880e+002,3.392594e-004
9.653031e+002,3.947063e-004
9.653182e+002,4.290658e-004
9.653332e+002,4.414703e-004
9.653483e+002,4.335101e-004
9.653633e+002,4.088345e-004
9.653784e+002,3.728849e-004
9.653935e+002,3.313342e-004
9.654086e+002,2.900528e-004
9.654236e+002,2.539472e-004
9.654387e+002,2.263645e-004
9.654537e+002,2.095571e-004
9.654688e+002,2.038222e-004
9.654839e+002,2.072034e-004
9.654990e+002,2.161871e-004
9.655140e+002,2.265634e-004
9.655291e+002,2.335915e-004
9.655441e+002,2.339562e-004
9.655592e+002,2.255025e-004
9.655743e+002,2.091261e-004
9.655894e+002,1.877781e-004
9.656044e+002,1.667294e-004
9.656194e+002,1.530731e-004
9.656345e+002,1.538023e-004
9.656496e+002,1.744195e-004
9.656647e+002,2.173806e-004
9.656797e+002,2.809681e-004
9.656948e+002,3.588242e-004
9.657099e+002,4.407738e-004
9.657249e+002,5.147772e-004
9.657400e+002,5.692181e-004
9.657551e+002,5.953627e-004
9.657701e+002,5.895564e-004
9.657852e+002,5.533927e-004
9.658003e+002,4.930492e-004
9.658153e+002,4.178555e-004
9.658304e+002,3.379330e-004
9.658455e+002,2.628324e-004
9.658605e+002,2.002089e-004
9.658756e+002,1.554596e-004
9.658907e+002,1.320924e-004
9.659057e+002,1.309323e-004
9.659208e+002,1.510844e-004
9.659359e+002,1.888388e-004
9.659509e+002,2.378681e-004
9.659660e+002,2.897213e-004
9.659811e+002,3.351475e-004
9.659962e+002,3.658544e-004
9.660112e+002,3.761679e-004
9.660262e+002,3.656223e-004
9.660413e+002,3.380325e-004
9.660564e+002,3.019229e-004
9.660715e+002,2.681703e-004
9.660865e+002,2.479134e-004
9.661016e+002,2.499025e-004
9.661166e+002,2.788793e-004
9.661317e+002,3.336222e-004
9.661468e+002,4.075410e-004
9.661619e+002,4.889359e-004
9.661769e+002,5.632461e-004
9.661920e+002,6.149058e-004
9.662070e+002,6.311649e-004
9.662221e+002,6.038568e-004
9.662372e+002,5.320940e-004
9.662523e+002,4.224324e-004
9.662673e+002,2.877319e-004
9.662824e+002,1.453502e-004
9.662974e+002,1.328695e-005
9.663125e+002,-9.286479e-005
9.663276e+002,-1.622602e-004
9.663427e+002,-1.903134e-004
9.663577e+002,-1.778602e-004
9.663728e+002,-1.309591e-004
9.663879e+002,-5.864329e-005
9.664029e+002,2.849621e-005
9.664180e+002,1.199286e-004
9.664330e+002,2.057780e-004
9.664481e+002,2.780505e-004
9.664632e+002,3.316326e-004
9.664783e+002,3.646938e-004
9.664933e+002,3.790199e-004
9.665084e+002,3.804128e-004
9.665234e+002,3.759690e-004
9.665385e+002,3.742445e-004
9.665536e+002,3.819383e-004
9.665687e+002,4.025000e-004
9.665837e+002,4.352680e-004
9.665988e+002,4.755681e-004
9.666138e+002,5.156729e-004
9.666289e+002,5.463262e-004
9.666440e+002,5.588668e-004
9.666591e+002,5.468570e-004
9.666741e+002,5.070147e-004
9.666891e+002,4.403758e-004
9.667042e+002,3.518935e-004
9.667193e+002,2.500020e-004
9.667344e+002,1.453834e-004
9.667495e+002,4.977018e-005
9.667645e+002,-2.624137e-005
9.667795e+002,-7.461145e-005
9.667946e+002,-9.057901e-005
9.668097e+002,-7.351821e-005
9.668248e+002,-2.567812e-005
9.668398e+002,4.768250e-005
9.668549e+002,1.405774e-004
9.668699e+002,2.456258e-004
9.668850e+002,3.557070e-004
9.669001e+002,4.631294e-004
9.669152e+002,5.609238e-004
9.669302e+002,6.418496e-004
9.669453e+002,7.011850e-004
9.669604e+002,7.358010e-004
9.669754e+002,7.459905e-004
9.669905e+002,7.353364e-004
9.670056e+002,7.094488e-004
9.670206e+002,6.744034e-004
9.670357e+002,6.353790e-004
9.670508e+002,5.949314e-004
9.670658e+002,5.534922e-004
9.670809e+002,5.086734e-004
9.670959e+002,4.570263e-004
9.671110e+002,3.954691e-004
9.671261e+002,3.222818e-004
9.671412e+002,2.378681e-004
9.671563e+002,1.450851e-004
9.671713e+002,4.963763e-005
9.671863e+002,-4.078609e-005
9.672014e+002,-1.171462e-004
9.672165e+002,-1.693151e-004
9.672316e+002,-1.890879e-004
9.672466e+002,-1.706068e-004
9.672617e+002,-1.128399e-004
9.672767e+002,-2.027756e-005
9.672918e+002,9.772328e-005
9.673069e+002,2.289834e-004
9.673220e+002,3.597195e-004
9.673370e+002,4.782881e-004
9.673521e+002,5.762518e-004
9.673671e+002,6.491168e-004
9.673822e+002,6.959746e-004
9.673973e+002,7.181774e-004
9.674124e+002,7.180446e-004
9.674274e+002,6.980986e-004
9.674425e+002,6.615940e-004
9.674575e+002,6.123841e-004
9.674726e+002,5.548192e-004
9.674877e+002,4.937790e-004
9.675027e+002,4.337423e-004
9.675178e+002,3.768312e-004
9.675329e+002,3.226465e-004
9.675479e+002,2.681040e-004
9.675630e+002,2.091261e-004
9.675781e+002,1.424335e-004
9.675931e+002,6.706847e-005
9.676082e+002,-1.298835e-005
9.676233e+002,-9.117531e-005
9.676384e+002,-1.575238e-004
9.676534e+002,-2.023356e-004
9.676685e+002,-2.170400e-004
9.676835e+002,-1.968047e-004
9.676986e+002,-1.407968e-004
9.677137e+002,-5.191794e-005
9.677288e+002,6.332377e-005
9.677438e+002,1.960652e-004
9.677589e+002,3.355455e-004
9.677739e+002,4.703604e-004
9.677890e+002,5.893905e-004
9.678041e+002,6.833636e-004
9.678192e+002,7.459242e-004
9.678342e+002,7.744362e-004
9.678492e+002,7.697892e-004
9.678643e+002,7.358674e-004
9.678794e+002,6.785849e-004
9.678945e+002,6.043876e-004
9.679095e+002,5.193219e-004
9.679246e+002,4.286678e-004
9.679396e+002,3.372366e-004
9.679547e+002,2.491069e-004
9.679698e+002,1.675249e-004
9.679849e+002,9.477369e-005
9.679999e+002,3.174357e-005
9.680150e+002,-2.246430e-005
9.680300e+002,-6.977468e-005
9.680451e+002,-1.124424e-004
9.680602e+002,-1.512637e-004
9.680753e+002,-1.851136e-004
9.680903e+002,-2.101515e-004
9.681054e+002,-2.202193e-004
9.681205e+002,-2.094229e-004
9.681355e+002,-1.726272e-004
9.681506e+002,-1.073741e-004
9.681656e+002,-1.461187e-005
9.681807e+002,1.016008e-004
9.681958e+002,2.351497e-004
9.682109e+002,3.786220e-004
9.682259e+002,5.243644e-004
9.682410e+002,6.640829e-004
9.682560e+002,7.894065e-004
9.682711e+002,8.923211e-004
9.682862e+002,9.647412e-004
9.683013e+002,1.000541e-003
9.683163e+002,9.958579e-004
9.683314e+002,9.502628e-004
9.683464e+002,8.674202e-004
9.683615e+002,7.543879e-004
9.683766e+002,6.205135e-004
9.683917e+002,4.762978e-004
9.684067e+002,3.320637e-004
9.684218e+002,1.965956e-004
9.684368e+002,7.710975e-005
9.684519e+002,-2.123840e-005
9.684670e+002,-9.577994e-005
9.684821e+002,-1.459640e-004
9.684971e+002,-1.732896e-004
9.685121e+002,-1.805430e-004
9.685272e+002,-1.712361e-004
9.685423e+002,-1.488789e-004
9.685574e+002,-1.161524e-004
9.685724e+002,-7.447894e-005
9.685875e+002,-2.418717e-005
9.686026e+002,3.485841e-005
9.686176e+002,1.033905e-004
9.686327e+002,1.818777e-004
9.686478e+002,2.699938e-004
9.686628e+002,3.669156e-004
9.686779e+002,4.701282e-004
9.686930e+002,5.750573e-004
9.687080e+002,6.748681e-004
9.687231e+002,7.596654e-004
9.687382e+002,8.181870e-004
9.687532e+002,8.396325e-004
9.687683e+002,8.160292e-004
9.687834e+002,7.456918e-004
9.687984e+002,6.341845e-004
9.688135e+002,4.945751e-004
9.688286e+002,3.451619e-004
9.688436e+002,2.055459e-004
9.688587e+002,9.248695e-005
9.688738e+002,1.669988e-005
9.688889e+002,-1.848840e-005
9.689039e+002,-1.656670e-005
9.689189e+002,1.461236e-005
9.689340e+002,6.544466e-005
9.689491e+002,1.264579e-004
9.689642e+002,1.894355e-004
9.689792e+002,2.474492e-004
9.689943e+002,2.944626e-004
9.690093e+002,3.251003e-004
9.690244e+002,3.363081e-004
9.690395e+002,3.282173e-004
