Energy(1/cm),Absorbance
2.987029e+003,6.675195e-003
2.987044e+003,6.612582e-003
2.987060e+003,6.553510e-003
2.987075e+003,6.502787e-003
2.987090e+003,6.462294e-003
2.987105e+003,6.431153e-003
2.987120e+003,6.407244e-003
2.987135e+003,6.388312e-003
2.987150e+003,6.373249e-003
2.987165e+003,6.362220e-003
2.987180e+003,6.355764e-003
2.987195e+003,6.354453e-003
2.987210e+003,6.358051e-003
2.987225e+003,6.366087e-003
2.987240e+003,6.378225e-003
2.987255e+003,6.394869e-003
2.987271e+003,6.417701e-003
2.987285e+003,6.448741e-003
2.987301e+003,6.489098e-003
2.987316e+003,6.537667e-003
2.987331e+003,6.590480e-003
2.987346e+003,6.640338e-003
2.987361e+003,6.679031e-003
2.987376e+003,6.698648e-003
2.987391e+003,6.693600e-003
2.987406e+003,6.662409e-003
2.987421e+003,6.607771e-003
2.987436e+003,6.536220e-003
2.987451e+003,6.456408e-003
2.987466e+003,6.377620e-003
2.987481e+003,6.307754e-003
2.987496e+003,6.251783e-003
2.987511e+003,6.211044e-003
2.987527e+003,6.183248e-003
2.987542e+003,6.163352e-003
2.987557e+003,6.145170e-003
2.987572e+003,6.123966e-003
2.987587e+003,6.097788e-003
2.987602e+003,6.068589e-003
2.987617e+003,6.041608e-003
2.987632e+003,6.023567e-003
2.987647e+003,6.020342e-003
2.987662e+003,6.034553e-003
2.987677e+003,6.064187e-003
2.987692e+003,6.103333e-003
2.987707e+003,6.143826e-003
2.987722e+003,6.177232e-003
2.987738e+003,6.198002e-003
2.987753e+003,6.203918e-003
2.987768e+003,6.196490e-003
2.987783e+003,6.179719e-003
2.987798e+003,6.158176e-003
2.987813e+003,6.136332e-003
2.987828e+003,6.117480e-003
2.987843e+003,6.103635e-003
2.987858e+003,6.096242e-003
2.987873e+003,6.095739e-003
2.987888e+003,6.102493e-003
2.987903e+003,6.115632e-003
2.987918e+003,6.133576e-003
2.987933e+003,6.153740e-003
2.987948e+003,6.172628e-003
2.987963e+003,6.187046e-003
2.987979e+003,6.194406e-003
2.987994e+003,6.192625e-003
2.988009e+003,6.181467e-003
2.988024e+003,6.160999e-003
2.988039e+003,6.132367e-003
2.988054e+003,6.097822e-003
2.988069e+003,6.060122e-003
2.988084e+003,6.023163e-003
2.988099e+003,5.990441e-003
2.988114e+003,5.965079e-003
2.988129e+003,5.947577e-003
2.988144e+003,5.936258e-003
2.988159e+003,5.926752e-003
2.988174e+003,5.913316e-003
2.988189e+003,5.891081e-003
2.988205e+003,5.857126e-003
2.988220e+003,5.812026e-003
2.988235e+003,5.759475e-003
2.988250e+003,5.705085e-003
2.988265e+003,5.655535e-003
2.988280e+003,5.616833e-003
2.988295e+003,5.594344e-003
2.988310e+003,5.592398e-003
2.988325e+003,5.614920e-003
2.988340e+003,5.665203e-003
2.988355e+003,5.744534e-003
2.988370e+003,5.851014e-003
2.988385e+003,5.977374e-003
2.988400e+003,6.111599e-003
2.988416e+003,6.237866e-003
2.988431e+003,6.339794e-003
2.988446e+003,6.404856e-003
2.988461e+003,6.427353e-003
2.988476e+003,6.410304e-003
2.988491e+003,6.363968e-003
2.988506e+003,6.303283e-003
2.988521e+003,6.243379e-003
2.988536e+003,6.196221e-003
2.988551e+003,6.168460e-003
2.988566e+003,6.161604e-003
2.988581e+003,6.173434e-003
2.988596e+003,6.199751e-003
2.988611e+003,6.235950e-003
2.988626e+003,6.277465e-003
2.988641e+003,6.319285e-003
2.988656e+003,6.355529e-003
2.988672e+003,6.379334e-003
2.988687e+003,6.383874e-003
2.988702e+003,6.364170e-003
2.988717e+003,6.318714e-003
2.988732e+003,6.250707e-003
2.988747e+003,6.168494e-003
2.988762e+003,6.083608e-003
2.988777e+003,6.008986e-003
2.988792e+003,5.956210e-003
2.988807e+003,5.933369e-003
2.988822e+003,5.943849e-003
2.988837e+003,5.985940e-003
2.988852e+003,6.053166e-003
2.988867e+003,6.135962e-003
2.988883e+003,6.222371e-003
2.988898e+003,6.300190e-003
2.988913e+003,6.358757e-003
2.988928e+003,6.390834e-003
2.988943e+003,6.393726e-003
2.988958e+003,6.370458e-003
2.988973e+003,6.328733e-003
2.988988e+003,6.279851e-003
2.989003e+003,6.235580e-003
2.989018e+003,6.206472e-003
2.989033e+003,6.198507e-003
2.989048e+003,6.212758e-003
2.989063e+003,6.245597e-003
2.989078e+003,6.290373e-003
2.989094e+003,6.339828e-003
2.989109e+003,6.388077e-003
2.989124e+003,6.432162e-003
2.989139e+003,6.471610e-003
2.989154e+003,6.508034e-003
2.989169e+003,6.542813e-003
2.989184e+003,6.575610e-003
2.989199e+003,6.603397e-003
2.989214e+003,6.620522e-003
2.989229e+003,6.620387e-003
2.989244e+003,6.597645e-003
2.989259e+003,6.550348e-003
2.989274e+003,6.481295e-003
2.989289e+003,6.398265e-003
2.989304e+003,6.312595e-003
2.989319e+003,6.235917e-003
2.989334e+003,6.178442e-003
2.989350e+003,6.146212e-003
2.989365e+003,6.140163e-003
2.989380e+003,6.156429e-003
2.989395e+003,6.188659e-003
2.989410e+003,6.229463e-003
2.989425e+003,6.272624e-003
2.989440e+003,6.314310e-003
2.989455e+003,6.353108e-003
2.989470e+003,6.389893e-003
2.989485e+003,6.426512e-003
2.989500e+003,6.465186e-003
2.989515e+003,6.507596e-003
2.989530e+003,6.554721e-003
2.989545e+003,6.606021e-003
2.989561e+003,6.659112e-003
2.989576e+003,6.709415e-003
2.989591e+003,6.750605e-003
2.989606e+003,6.775341e-003
2.989621e+003,6.776687e-003
2.989636e+003,6.750538e-003
2.989651e+003,6.696662e-003
2.989666e+003,6.620151e-003
2.989681e+003,6.530637e-003
2.989696e+003,6.440233e-003
2.989711e+003,6.360337e-003
2.989726e+003,6.299215e-003
2.989741e+003,6.259951e-003
2.989756e+003,6.240522e-003
2.989771e+003,6.234875e-003
2.989786e+003,6.235580e-003
2.989802e+003,6.236421e-003
2.989817e+003,6.233799e-003
2.989832e+003,6.227782e-003
2.989847e+003,6.220690e-003
2.989862e+003,6.216287e-003
2.989877e+003,6.218001e-003
2.989892e+003,6.228522e-003
2.989907e+003,6.249396e-003
2.989922e+003,6.280860e-003
2.989937e+003,6.322580e-003
2.989952e+003,6.373181e-003
2.989967e+003,6.429639e-003
2.989982e+003,6.487147e-003
2.989997e+003,6.539113e-003
2.990012e+003,6.578200e-003
2.990028e+003,6.597746e-003
2.990043e+003,6.592868e-003
2.990058e+003,6.562424e-003
2.990073e+003,6.508639e-003
2.990088e+003,6.436466e-003
2.990103e+003,6.351999e-003
2.990118e+003,6.260993e-003
2.990133e+003,6.168023e-003
2.990148e+003,6.076485e-003
2.990163e+003,5.989568e-003
2.990178e+003,5.911133e-003
2.990193e+003,5.846212e-003
2.990208e+003,5.800239e-003
2.990223e+003,5.778144e-003
2.990239e+003,5.781938e-003
2.990254e+003,5.810246e-003
2.990269e+003,5.858100e-003
2.990284e+003,5.918019e-003
2.990299e+003,5.982345e-003
2.990314e+003,6.044968e-003
2.990329e+003,6.102728e-003
2.990344e+003,6.155354e-003
2.990359e+003,6.204220e-003
2.990374e+003,6.250707e-003
2.990389e+003,6.296088e-003
2.990404e+003,6.339929e-003
2.990419e+003,6.381856e-003
2.990434e+003,6.421434e-003
2.990449e+003,6.459300e-003
2.990464e+003,6.496262e-003
2.990479e+003,6.532352e-003
2.990495e+003,6.565250e-003
2.990510e+003,6.590244e-003
2.990525e+003,6.600841e-003
2.990540e+003,6.590984e-003
2.990555e+003,6.557311e-003
2.990570e+003,6.501576e-003
2.990585e+003,6.430951e-003
2.990600e+003,6.356504e-003
2.990615e+003,6.290038e-003
2.990630e+003,6.240858e-003
2.990645e+003,6.213262e-003
2.990660e+003,6.205565e-003
2.990675e+003,6.211682e-003
2.990690e+003,6.223581e-003
2.990706e+003,6.234673e-003
2.990721e+003,6.241295e-003
2.990736e+003,6.243883e-003
2.990751e+003,6.246035e-003
2.990766e+003,6.252992e-003
2.990781e+003,6.269397e-003
2.990796e+003,6.298341e-003
2.990811e+003,6.340635e-003
2.990826e+003,6.395239e-003
2.990841e+003,6.458964e-003
2.990856e+003,6.527879e-003
2.990871e+003,6.597006e-003
2.990886e+003,6.661030e-003
2.990901e+003,6.714598e-003
2.990917e+003,6.752893e-003
2.990932e+003,6.771470e-003
2.990947e+003,6.767667e-003
2.990962e+003,6.740374e-003
2.990977e+003,6.690202e-003
2.990992e+003,6.619781e-003
2.991007e+003,6.533899e-003
2.991022e+003,6.439291e-003
2.991037e+003,6.344299e-003
2.991052e+003,6.258707e-003
2.991067e+003,6.191617e-003
2.991082e+003,6.150312e-003
2.991097e+003,6.138248e-003
2.991112e+003,6.153572e-003
2.991127e+003,6.190205e-003
2.991142e+003,6.238068e-003
2.991157e+003,6.285936e-003
2.991173e+003,6.324833e-003
2.991188e+003,6.349578e-003
2.991203e+003,6.359866e-003
2.991218e+003,6.360472e-003
2.991233e+003,6.359026e-003
2.991248e+003,6.363700e-003
2.991263e+003,6.380948e-003
2.991278e+003,6.414003e-003
2.991293e+003,6.461688e-003
2.991308e+003,6.519066e-003
2.991323e+003,6.578571e-003
2.991338e+003,6.631287e-003
2.991353e+003,6.669139e-003
2.991368e+003,6.686433e-003
2.991384e+003,6.681319e-003
2.991399e+003,6.656016e-003
2.991414e+003,6.616484e-003
2.991429e+003,6.570464e-003
2.991444e+003,6.525928e-003
2.991459e+003,6.489132e-003
2.991474e+003,6.462866e-003
2.991489e+003,6.446487e-003
2.991504e+003,6.436836e-003
2.991519e+003,6.428832e-003
2.991534e+003,6.417769e-003
2.991549e+003,6.399543e-003
2.991564e+003,6.371500e-003
2.991579e+003,6.332061e-003
2.991594e+003,6.281431e-003
2.991610e+003,6.221362e-003
2.991625e+003,6.155891e-003
2.991640e+003,6.091639e-003
2.991655e+003,6.037207e-003
2.991670e+003,6.001931e-003
2.991685e+003,5.993868e-003
2.991700e+003,6.017486e-003
2.991715e+003,6.072386e-003
2.991730e+003,6.153236e-003
2.991745e+003,6.250909e-003
2.991760e+003,6.354789e-003
2.991775e+003,6.454458e-003
2.991790e+003,6.541669e-003
2.991805e+003,6.610395e-003
2.991820e+003,6.656925e-003
2.991835e+003,6.679233e-003
2.991851e+003,6.676810e-003
2.991866e+003,6.650902e-003
2.991881e+003,6.605012e-003
2.991896e+003,6.544058e-003
2.991911e+003,6.473930e-003
2.991926e+003,6.399476e-003
2.991941e+003,6.323690e-003
2.991956e+003,6.246875e-003
2.991971e+003,6.168091e-003
2.991986e+003,6.086935e-003
2.992001e+003,6.005996e-003
2.992016e+003,5.931891e-003
2.992031e+003,5.873683e-003
2.992046e+003,5.840570e-003
2.992062e+003,5.838186e-003
2.992077e+003,5.866228e-003
2.992092e+003,5.917817e-003
2.992107e+003,5.981640e-003
2.992122e+003,6.046044e-003
2.992137e+003,6.102426e-003
2.992152e+003,6.147758e-003
2.992167e+003,6.184189e-003
2.992182e+003,6.216791e-003
2.992197e+003,6.250438e-003
2.992212e+003,6.287146e-003
2.992227e+003,6.325371e-003
2.992242e+003,6.361178e-003
2.992257e+003,6.389926e-003
2.992272e+003,6.407580e-003
2.992288e+003,6.411749e-003
2.992302e+003,6.400552e-003
2.992318e+003,6.372778e-003
2.992333e+003,6.326817e-003
2.992348e+003,6.261766e-003
2.992363e+003,6.179652e-003
2.992378e+003,6.085759e-003
2.992393e+003,5.989534e-003
2.992408e+003,5.902165e-003
2.992423e+003,5.834256e-003
2.992438e+003,5.792952e-003
2.992453e+003,5.779756e-003
2.992468e+003,5.791273e-003
2.992483e+003,5.821462e-003
2.992498e+003,5.863776e-003
2.992513e+003,5.913484e-003
2.992529e+003,5.967867e-003
2.992544e+003,6.025213e-003
2.992559e+003,6.083877e-003
2.992574e+003,6.140768e-003
2.992589e+003,6.193230e-003
2.992604e+003,6.239547e-003
2.992619e+003,6.280625e-003
2.992634e+003,6.320597e-003
2.992649e+003,6.364876e-003
2.992664e+003,6.418206e-003
2.992679e+003,6.481497e-003
2.992694e+003,6.551660e-003
2.992709e+003,6.622305e-003
2.992724e+003,6.686467e-003
2.992740e+003,6.739264e-003
2.992755e+003,6.778874e-003
2.992770e+003,6.805631e-003
2.992785e+003,6.820373e-003
2.992800e+003,6.821450e-003
2.992815e+003,6.804823e-003
2.992830e+003,6.765783e-003
2.992845e+003,6.702248e-003
2.992860e+003,6.617864e-003
2.992875e+003,6.522631e-003
2.992890e+003,6.431388e-003
2.992905e+003,6.358286e-003
2.992920e+003,6.313066e-003
2.992935e+003,6.297568e-003
2.992950e+003,6.306577e-003
2.992966e+003,6.331355e-003
2.992980e+003,6.364641e-003
2.992996e+003,6.403309e-003
2.993011e+003,6.449750e-003
2.993026e+003,6.509009e-003
2.993041e+003,6.585400e-003
2.993056e+003,6.678425e-003
2.993071e+003,6.782644e-003
2.993086e+003,6.889614e-003
2.993101e+003,6.990719e-003
2.993116e+003,7.081171e-003
2.993131e+003,7.160087e-003
2.993146e+003,7.229146e-003
2.993161e+003,7.290635e-003
2.993176e+003,7.343944e-003
2.993191e+003,7.386238e-003
2.993207e+003,7.413235e-003
2.993222e+003,7.422032e-003
2.993237e+003,7.413032e-003
2.993252e+003,7.390047e-003
2.993267e+003,7.358805e-003
2.993282e+003,7.324197e-003
2.993297e+003,7.289153e-003
2.993312e+003,7.254280e-003
2.993327e+003,7.220151e-003
2.993342e+003,7.188956e-003
2.993357e+003,7.165510e-003
2.993372e+003,7.156078e-003
2.993387e+003,7.165712e-003
2.993402e+003,7.195087e-003
2.993417e+003,7.239860e-003
2.993433e+003,7.292151e-003
2.993448e+003,7.343337e-003
2.993463e+003,7.388362e-003
2.993478e+003,7.426616e-003
2.993493e+003,7.460929e-003
2.993508e+003,7.494639e-003
2.993523e+003,7.527609e-003
2.993538e+003,7.555120e-003
2.993553e+003,7.569787e-003
2.993568e+003,7.564628e-003
2.993583e+003,7.538094e-003
2.993598e+003,7.494908e-003
2.993613e+003,7.444581e-003
2.993628e+003,7.397394e-003
2.993643e+003,7.359008e-003
2.993658e+003,7.329285e-003
2.993674e+003,7.302833e-003
2.993689e+003,7.273990e-003
2.993704e+003,7.240938e-003
2.993719e+003,7.207821e-003
2.993734e+003,7.182656e-003
2.993749e+003,7.173022e-003
2.993764e+003,7.180433e-003
2.993779e+003,7.198590e-003
2.993794e+003,7.215300e-003
2.993809e+003,7.218399e-003
2.993824e+003,7.201420e-003
2.993839e+003,7.167161e-003
2.993854e+003,7.125595e-003
2.993869e+003,7.089254e-003
2.993885e+003,7.066217e-003
2.993900e+003,7.056889e-003
2.993915e+003,7.055003e-003
2.993930e+003,7.053184e-003
2.993945e+003,7.048301e-003
2.993960e+003,7.045338e-003
2.993975e+003,7.055306e-003
2.993990e+003,7.089489e-003
2.994005e+003,7.152845e-003
2.994020e+003,7.240567e-003
2.994035e+003,7.339799e-003
2.994050e+003,7.435918e-003
2.994065e+003,7.520192e-003
2.994080e+003,7.593726e-003
2.994095e+003,7.665283e-003
2.994111e+003,7.745587e-003
2.994125e+003,7.838760e-003
2.994141e+003,7.938331e-003
2.994156e+003,8.029554e-003
2.994171e+003,8.096659e-003
2.994186e+003,8.131802e-003
2.994201e+003,8.141052e-003
2.994216e+003,8.141052e-003
2.994231e+003,8.151890e-003
2.994246e+003,8.185450e-003
2.994261e+003,8.239139e-003
2.994276e+003,8.295536e-003
2.994291e+003,8.330999e-003
2.994306e+003,8.326474e-003
2.994321e+003,8.276387e-003
2.994336e+003,8.189772e-003
2.994352e+003,8.085114e-003
2.994367e+003,7.978827e-003
2.994382e+003,7.878403e-003
2.994397e+003,7.779723e-003
2.994412e+003,7.673208e-003
2.994427e+003,7.552592e-003
2.994442e+003,7.422369e-003
2.994457e+003,7.299059e-003
2.994472e+003,7.203644e-003
2.994487e+003,7.152440e-003
2.994502e+003,7.148365e-003
2.994517e+003,7.179456e-003
2.994532e+003,7.225777e-003
2.994547e+003,7.268936e-003
2.994563e+003,7.300878e-003
2.994578e+003,7.325747e-003
2.994593e+003,7.354660e-003
2.994608e+003,7.396652e-003
2.994623e+003,7.451929e-003
2.994638e+003,7.511495e-003
2.994653e+003,7.563313e-003
2.994668e+003,7.601616e-003
2.994683e+003,7.633077e-003
2.994698e+003,7.674928e-003
2.994713e+003,7.746025e-003
2.994728e+003,7.855528e-003
2.994743e+003,7.994824e-003
2.994758e+003,8.141221e-003
2.994773e+003,8.267472e-003
2.994789e+003,8.357177e-003
2.994803e+003,8.414265e-003
2.994819e+003,8.462170e-003
2.994834e+003,8.532147e-003
2.994849e+003,8.646681e-003
2.994864e+003,8.807871e-003
2.994879e+003,8.995708e-003
2.994894e+003,9.179092e-003
2.994909e+003,9.332287e-003
2.994924e+003,9.448523e-003
2.994939e+003,9.542366e-003
2.994954e+003,9.640601e-003
2.994969e+003,9.766204e-003
2.994984e+003,9.925133e-003
2.994999e+003,1.010477e-002
2.995014e+003,1.028292e-002
2.995030e+003,1.044377e-002
2.995045e+003,1.059011e-002
2.995060e+003,1.074347e-002
2.995075e+003,1.093242e-002
2.995090e+003,1.117472e-002
2.995105e+003,1.146393e-002
2.995120e+003,1.176981e-002
2.995135e+003,1.205271e-002
2.995150e+003,1.228378e-002
2.995165e+003,1.246099e-002
2.995180e+003,1.260876e-002
2.995195e+003,1.276358e-002
2.995210e+003,1.295098e-002
2.995225e+003,1.316935e-002
2.995240e+003,1.338946e-002
2.995256e+003,1.357098e-002
2.995271e+003,1.368726e-002
2.995286e+003,1.374324e-002
2.995301e+003,1.377419e-002
2.995316e+003,1.382670e-002
2.995331e+003,1.392994e-002
2.995346e+003,1.407623e-002
2.995361e+003,1.422175e-002
2.995376e+003,1.430934e-002
2.995391e+003,1.430129e-002
2.995406e+003,1.420295e-002
2.995421e+003,1.406377e-002
2.995436e+003,1.395413e-002
2.995451e+003,1.393227e-002
2.995467e+003,1.402093e-002
2.995481e+003,1.421072e-002
2.995497e+003,1.448789e-002
2.995512e+003,1.487051e-002
2.995527e+003,1.543300e-002
2.995542e+003,1.630437e-002
2.995557e+003,1.765108e-002
2.995572e+003,1.966899e-002
2.995587e+003,2.261886e-002
2.995602e+003,2.691332e-002
2.995617e+003,3.323497e-002
2.995632e+003,4.263010e-002
2.995647e+003,5.651535e-002
2.995662e+003,7.655317e-002
2.995677e+003,1.043811e-001
2.995692e+003,1.411813e-001
2.995708e+003,1.870539e-001
2.995723e+003,2.401256e-001
2.995738e+003,2.954412e-001
2.995753e+003,3.442119e-001
2.995768e+003,3.750262e-001
2.995783e+003,3.785959e-001
2.995798e+003,3.537108e-001
2.995813e+003,3.081402e-001
2.995828e+003,2.533616e-001
2.995843e+003,1.990634e-001
2.995858e+003,1.511320e-001
2.995873e+003,1.121044e-001
2.995888e+003,8.227456e-002
2.995903e+003,6.065056e-002
2.995918e+003,4.564165e-002
2.995934e+003,3.553180e-002
2.995948e+003,2.879181e-002
2.995964e+003,2.424342e-002
2.995979e+003,2.108580e-002
2.995994e+003,1.882094e-002
2.996009e+003,1.713917e-002
2.996024e+003,1.582426e-002
2.996039e+003,1.470939e-002
2.996054e+003,1.367817e-002
2.996069e+003,1.268087e-002
2.996084e+003,1.173407e-002
2.996099e+003,1.089406e-002
2.996114e+003,1.021168e-002
2.996129e+003,9.695758e-003
2.996145e+003,9.304596e-003
2.996159e+003,8.967193e-003
2.996175e+003,8.622785e-003
2.996190e+003,8.251937e-003
2.996205e+003,7.883093e-003
2.996220e+003,7.571135e-003
2.996235e+003,7.362243e-003
2.996250e+003,7.265567e-003
2.996265e+003,7.248822e-003
2.996280e+003,7.258660e-003
2.996295e+003,7.252460e-003
2.996310e+003,7.222914e-003
2.996325e+003,7.200645e-003
2.996340e+003,7.233290e-003
2.996355e+003,7.354424e-003
2.996370e+003,7.560178e-003
2.996385e+003,7.807723e-003
2.996401e+003,8.035460e-003
2.996416e+003,8.194702e-003
2.996431e+003,8.273517e-003
2.996446e+003,8.300366e-003
2.996461e+003,8.326237e-003
2.996476e+003,8.394165e-003
2.996491e+003,8.516570e-003
2.996506e+003,8.669023e-003
2.996521e+003,8.805234e-003
2.996536e+003,8.883449e-003
2.996551e+003,8.888049e-003
2.996566e+003,8.835159e-003
2.996581e+003,8.760299e-003
2.996596e+003,8.695154e-003
2.996612e+003,8.649351e-003
2.996626e+003,8.606291e-003
2.996642e+003,8.535526e-003
2.996657e+003,8.414433e-003
2.996672e+003,8.244745e-003
2.996687e+003,8.055476e-003
2.996702e+003,7.889605e-003
2.996717e+003,7.782523e-003
2.996732e+003,7.745283e-003
2.996747e+003,7.760901e-003
2.996762e+003,7.796556e-003
2.996777e+003,7.823545e-003
2.996792e+003,7.833565e-003
2.996807e+003,7.841763e-003
2.996823e+003,7.876244e-003
2.996837e+003,7.959490e-003
2.996853e+003,8.093317e-003
2.996868e+003,8.257138e-003
2.996883e+003,8.418757e-003
2.996898e+003,8.553402e-003
2.996913e+003,8.657261e-003
2.996928e+003,8.749785e-003
2.996943e+003,8.861908e-003
2.996958e+003,9.017528e-003
2.996973e+003,9.218689e-003
2.996988e+003,9.443342e-003
2.997003e+003,9.656456e-003
2.997018e+003,9.828799e-003
2.997033e+003,9.951779e-003
2.997048e+003,1.004078e-002
2.997063e+003,1.012587e-002
2.997079e+003,1.023397e-002
2.997094e+003,1.037481e-002
2.997109e+003,1.053851e-002
2.997124e+003,1.070424e-002
2.997139e+003,1.085706e-002
2.997154e+003,1.100079e-002
2.997169e+003,1.115973e-002
2.997184e+003,1.136726e-002
2.997199e+003,1.164819e-002
2.997214e+003,1.200352e-002
2.997229e+003,1.240797e-002
2.997244e+003,1.282060e-002
2.997259e+003,1.320388e-002
2.997274e+003,1.354134e-002
2.997290e+003,1.384346e-002
2.997304e+003,1.414024e-002
2.997320e+003,1.446377e-002
2.997335e+003,1.483173e-002
2.997350e+003,1.523937e-002
2.997365e+003,1.566443e-002
2.997380e+003,1.608086e-002
2.997395e+003,1.647332e-002
2.997410e+003,1.684368e-002
2.997425e+003,1.720739e-002
2.997440e+003,1.758000e-002
2.997455e+003,1.796609e-002
2.997470e+003,1.835376e-002
2.997485e+003,1.872078e-002
2.997500e+003,1.904750e-002
2.997515e+003,1.932936e-002
2.997531e+003,1.958128e-002
2.997546e+003,1.983200e-002
2.997561e+003,2.011055e-002
2.997576e+003,2.043262e-002
2.997591e+003,2.079556e-002
2.997606e+003,2.118320e-002
2.997621e+003,2.157832e-002
2.997636e+003,2.197564e-002
2.997651e+003,2.238802e-002
2.997666e+003,2.284392e-002
2.997681e+003,2.337781e-002
2.997696e+003,2.402293e-002
2.997711e+003,2.481030e-002
2.997726e+003,2.577760e-002
2.997741e+003,2.698341e-002
2.997757e+003,2.851832e-002
2.997771e+003,3.051098e-002
2.997787e+003,3.312793e-002
2.997802e+003,3.657680e-002
2.997817e+003,4.112340e-002
2.997832e+003,4.713141e-002
2.997847e+003,5.512122e-002
2.997862e+003,6.583359e-002
2.997877e+003,8.027564e-002
2.997892e+003,9.972849e-002
2.997907e+003,1.257030e-001
2.997922e+003,1.598381e-001
2.997937e+003,2.037289e-001
2.997952e+003,2.586433e-001
2.997968e+003,3.250181e-001
2.997982e+003,4.015280e-001
2.997998e+003,4.834588e-001
2.998013e+003,5.605145e-001
2.998028e+003,6.160426e-001
2.998043e+003,6.324700e-001
2.998058e+003,6.034991e-001
2.998073e+003,5.397803e-001
2.998088e+003,4.597080e-001
2.998103e+003,3.783505e-001
2.998118e+003,3.042443e-001
2.998133e+003,2.409501e-001
2.998148e+003,1.891676e-001
2.998163e+003,1.481462e-001
2.998178e+003,1.164709e-001
2.998193e+003,9.249087e-002
2.998208e+003,7.456623e-002
2.998224e+003,6.121989e-002
2.998239e+003,5.122329e-002
2.998254e+003,4.362650e-002
2.998269e+003,3.773927e-002
2.998284e+003,3.308033e-002
2.998299e+003,2.931655e-002
2.998314e+003,2.621124e-002
2.998329e+003,2.359213e-002
2.998344e+003,2.133679e-002
2.998359e+003,1.936553e-002
2.998374e+003,1.763400e-002
2.998389e+003,1.611968e-002
2.998404e+003,1.480623e-002
2.998419e+003,1.367109e-002
2.998435e+003,1.268279e-002
2.998449e+003,1.180726e-002
2.998465e+003,1.101958e-002
2.998480e+003,1.031251e-002
2.998495e+003,9.696232e-003
2.998510e+003,9.188365e-003
2.998525e+003,8.801413e-003
2.998540e+003,8.530863e-003
2.998555e+003,8.353664e-003
2.998570e+003,8.236337e-003
2.998585e+003,8.148041e-003
2.998600e+003,8.071375e-003
2.998615e+003,8.005894e-003
2.998630e+003,7.961852e-003
2.998646e+003,7.948691e-003
2.998660e+003,7.965058e-003
2.998676e+003,7.996478e-003
2.998691e+003,8.020306e-003
2.998706e+003,8.017133e-003
2.998721e+003,7.979739e-003
2.998736e+003,7.915924e-003
2.998751e+003,7.843045e-003
2.998766e+003,7.777598e-003
2.998781e+003,7.725754e-003
2.998796e+003,7.680290e-003
2.998811e+003,7.625186e-003
2.998826e+003,7.544803e-003
2.998841e+003,7.432076e-003
2.998856e+003,7.291882e-003
2.998871e+003,7.136879e-003
2.998886e+003,6.979506e-003
2.998902e+003,6.825489e-003
2.998917e+003,6.671662e-003
2.998932e+003,6.511431e-003
2.998947e+003,6.341711e-003
2.998962e+003,6.169233e-003
2.998977e+003,6.010733e-003
2.998992e+003,5.885942e-003
2.999007e+003,5.809373e-003
2.999022e+003,5.782308e-003
2.999037e+003,5.792583e-003
2.999052e+003,5.819850e-003
2.999067e+003,5.846010e-003
2.999082e+003,5.861795e-003
2.999097e+003,5.869485e-003
2.999113e+003,5.877647e-003
2.999127e+003,5.892928e-003
2.999143e+003,5.914088e-003
2.999158e+003,5.931017e-003
2.999173e+003,5.930782e-003
2.999188e+003,5.905590e-003
2.999203e+003,5.859041e-003
2.999218e+003,5.806250e-003
2.999233e+003,5.766258e-003
2.999248e+003,5.752525e-003
2.999263e+003,5.765553e-003
2.999278e+003,5.792314e-003
2.999293e+003,5.812328e-003
2.999308e+003,5.808600e-003
2.999323e+003,5.775827e-003
2.999338e+003,5.722006e-003
2.999354e+003,5.663424e-003
2.999369e+003,5.614953e-003
2.999384e+003,5.582329e-003
2.999399e+003,5.560044e-003
2.999414e+003,5.535981e-003
2.999429e+003,5.500209e-003
2.999444e+003,5.452159e-003
2.999459e+003,5.401934e-003
2.999474e+003,5.365031e-003
2.999489e+003,5.353156e-003
2.999504e+003,5.367246e-003
2.999519e+003,5.395962e-003
2.999534e+003,5.420889e-003
2.999549e+003,5.426559e-003
2.999564e+003,5.407972e-003
2.999580e+003,5.373083e-003
2.999594e+003,5.338128e-003
2.999610e+003,5.318204e-003
2.999625e+003,5.319747e-003
2.999640e+003,5.338195e-003
2.999655e+003,5.361878e-003
2.999670e+003,5.380664e-003
2.999685e+003,5.393445e-003
2.999700e+003,5.409146e-003
2.999715e+003,5.442630e-003
2.999730e+003,5.506350e-003
2.999745e+003,5.601863e-003
2.999760e+003,5.718514e-003
2.999775e+003,5.837581e-003
2.999791e+003,5.940792e-003
2.999805e+003,6.018057e-003
2.999821e+003,6.070168e-003
2.999836e+003,6.105584e-003
2.999851e+003,6.132434e-003
2.999866e+003,6.152765e-003
2.999881e+003,6.159957e-003
2.999896e+003,6.144667e-003
2.999911e+003,6.101216e-003
2.999926e+003,6.034351e-003
2.999941e+003,5.960241e-003
2.999956e+003,5.900418e-003
2.999971e+003,5.872273e-003
2.999986e+003,5.881240e-003
3.000001e+003,5.918253e-003
3.000016e+003,5.964507e-003
3.000031e+003,6.000453e-003
3.000047e+003,6.014294e-003
3.000062e+003,6.005626e-003
3.000077e+003,5.983084e-003
3.000092e+003,5.956748e-003
3.000107e+003,5.932025e-003
3.000122e+003,5.906431e-003
3.000137e+003,5.873247e-003
3.000152e+003,5.827204e-003
3.000167e+003,5.770489e-003
3.000182e+003,5.712807e-003
